"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"54" "GO:0003954" "NADH dehydrogenase activity" "5" "Biological_process" 1 1 "1" 16 16 13 81.25 45.9598251971097 7.63322643317596e-12 8.13701937776558e-09 12.5570850606991 252.151601089894 "Rv3145, Rv3146, Rv3147, Rv3148, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157"
"619" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" "5" "Biological_process" 2 1 "2" 20 20 14 70 24.8354173066361 3.53065057083511e-11 1.88183675425511e-08 8.89619895450838 79.1993359015821 "Rv0462, Rv3145, Rv3146, Rv3147, Rv3148, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157, Rv3303c"
"1130" "GO:0050136" "NADH dehydrogenase (quinone) activity" "6" "Biological_process" 3 1 "3" 14 14 11 78.5714285714286 38.703971819618 6.69401873566932e-10 2.37860799074117e-07 10.1596108838152 216.8511752043 "Rv3145, Rv3146, Rv3147, Rv3148, Rv3150, Rv3151, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157"
"1027" "GO:0045333" "cellular respiration" "4, 5" "Biological_process" 4 1 "4" 55 55 20 36.3636363636364 6.14888166938172 1.532904506614e-08 4.08519051012631e-06 3.32325209976936 11.0920925289283 "Rv0462, Rv0896, Rv1098c, Rv1130, Rv1131, Rv1240, Rv1475c, Rv1731, Rv1837c, Rv3146, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3155, Rv3156, Rv3157, Rv3318, Rv3339c"
"301" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" "7" "Biological_process" 5 1 "5" 12 12 9 75 31.4828194501942 5.40782549647486e-08 9.607903298737e-06 7.810543866156 181.603979447267 "Rv3145, Rv3146, Rv3147, Rv3150, Rv3151, Rv3154, Rv3155, Rv3156, Rv3157"
"572" "GO:0015980" "energy derivation by oxidation of organic compounds" "3, 4" "Biological_process" 6 1 "6" 68 68 21 30.8823529411765 4.80726317701862 1.75872576813263e-07 2.67828809832769e-05 2.69491855995595 8.31770787166885 "Rv0462, Rv0896, Rv1098c, Rv1130, Rv1131, Rv1240, Rv1328, Rv1475c, Rv1731, Rv1837c, Rv3146, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3155, Rv3156, Rv3157, Rv3318, Rv3339c"
"760" "GO:0030964" "NADH dehydrogenase complex" "3, 4" "Cell_Components" 7 1 "7" 6 6 6 100 Inf 4.72707828773821e-07 6.29883181841117e-05 12.2103378591838 Inf "Rv3146, Rv3149, Rv3150, Rv3153, Rv3155, Rv3157"
"617" "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" "4" "Biological_process" 8 1 "8" 40 40 15 37.5 6.3776856287721 6.44378084474027e-07 7.63230042277014e-05 3.09416349850555 12.720291348115 "Rv0462, Rv3145, Rv3146, Rv3147, Rv3148, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157, Rv3303c"
"1024" "GO:0045271" "respiratory chain complex I" "4, 5" "Cell_Components" 9 1 "9" 5 5 5 100 Inf 5.39105518017774e-06 0.000442066524774575 9.47537015031366 Inf "Rv3146, Rv3149, Rv3150, Rv3153, Rv3157"
"1025" "GO:0045272" "plasma membrane respiratory chain complex I" "4, 5, 6" "Cell_Components" NA NA "9" 5 5 5 100 Inf 5.39105518017774e-06 0.000442066524774575 9.47537015031366 Inf "Rv3146, Rv3149, Rv3150, Rv3153, Rv3157"
"1238" "GO:0070470" "plasma membrane respirasome" "3, 4" "Cell_Components" 10 1 "10" 7 7 5 71.4285714285714 25.9336680606833 9.72874767953826e-05 0.00610049707434576 4.22896795710584 271.964637615957 "Rv3146, Rv3149, Rv3150, Rv3153, Rv3157"
