target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	103.68	22870	5452.17
NC_000962.3:c2156111-2153889	2223	2028.29	5884	71.7031
NC_000962.3:759807-763325	3519	3324.29	79076	587.951
NC_000962.3:c2289241-2288681	561	366.384	3496	235.847
NC_000962.3:1674202-1675011	810	615.293	3150	126.539
NC_000962.3:c3499915-3499262	654	459.344	1617	87.0097
NC_000962.3:c17470-15590	1881	1686.29	19838	290.778
NC_000962.3:851608-852351	744	549.312	5108	229.841
NC_000962.3:c2278932-2278498	435	241.136	293	30.0332
NC_000962.3:c2715332-2714124	1209	1014.29	313	7.62741
NC_000962.3:7302-9818	2517	2322.29	99048	1054.2
NC_000962.3:565797-566396	600	405.359	3929	239.573
NC_000962.3:5240-7267	2028	1833.29	117058	1578.21
NC_000962.3:4352274-4352576	303	116.508	23998	5091.14
NC_000962.3:c2409524-2408385	1140	945.293	29402	768.788
NC_000962.3:c497314-495062	2253	2058.29	24804	297.859
NC_000962.3:c3499265-3497529	1737	1542.29	3914	62.7263
NC_000962.3:1128091-1129179	1089	894.293	3062	84.6294
NC_000962.3:c3051424-3049052	2373	2178.29	76639	869.62
NC_000962.3:c4087257-4084453	2805	2610.29	9349	88.5262
NC_000962.3:557527-558813	1287	1092.29	6206	140.433
NC_000962.3:4246514-4249810	3297	3102.29	7665	61.0696
NC_000962.3:c2224029-2223343	687	492.328	5438	273.011
NC_000962.3:c2062674-2061178	1497	1302.29	2285	43.3684
NC_000962.3:c2370792-2370598	195	38.4524	1467	942.981
NC_000962.3:4314178-4314723	546	351.396	61199	4304.7
NC_000962.3:c4266658-4265642	1017	822.293	29234	878.733
NC_000962.3:1673440-1674183	744	549.312	7327	329.688
NC_000962.3:2507146-2507637	492	297.599	794	65.9456
NC_000962.3:c2135867-2134890	978	783.293	1364.05	43.0428
NC_000962.3:351848-352138	291	106.142	7705	1794.24
NC_000962.3:c1220186-1219248	939	744.293	6568	218.115
NC_000962.3:c2134872-2134273	600	405.359	488	29.7561
NC_000962.3:1833542-1834987	1446	1251.29	24403	482.037
NC_000962.3:2066457-2068883	2427	2232.29	30847	341.553
NC_000962.3:c18762-17467	1296	1101.29	21998	493.715
NC_000962.3:c1138060-1136573	1488	1293.29	6018	115.014
NC_000962.3:1471846-1473382	1537	1342.29	7162	131.881
NC_000962.3:4351075-4352181	1107	912.293	20446	553.949
NC_000962.3:c3067945-3067193	753	558.312	299	13.237
NC_000962.3:528608-530230	1623	1428.29	23628	408.889
NC_000962.3:c1299804-1298764	1041	846.293	1321	38.5814
NC_000962.3:c1133908-1133333	576	381.372	181	11.7308
NC_000962.3:c442299-441265	1035	840.293	11499	338.24
NC_000962.3:c2456743-2455631	1113	918.293	4183	112.591
NC_000962.3:1046136-1048415	2280	2085.29	24535	290.814
NC_000962.3:c2441720-2440332	1389	1194.29	10740	222.274
NC_000962.3:c1744836-1744426	411	217.531	1201	136.464
NC_000962.3:c1101480-1101025	456	261.859	1859	175.472
NC_000962.3:c2405398-2404616	783	588.293	26400	1109.19
NC_000962.3:c3919200-3917998	1203	1008.29	3085	75.6248
NC_000962.3:1364413-1365186	774	579.293	13185	562.571
NC_000962.3:c4152217-4151180	1038	843.293	10034	294.098
NC_000962.3:c1865382-1862347	3036	2841.29	3921	34.1096
NC_000962.3:c2179436-2178957	480	285.667	6631	573.74
