"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"54" "GO:0003954" "NADH dehydrogenase activity" "5" "Biological_process" 1 1 "1" 16 16 13 81.25 28.8548693560585 1.37905502437269e-09 1.47007265598129e-06 7.89394581952408 158.611180779519 "Rv3145, Rv3146, Rv3147, Rv3148, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157"
"619" "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" "5" "Biological_process" 2 1 "2" 20 20 14 70 15.5602903776298 8.42714386423718e-09 4.36292651618971e-06 5.58713540515068 49.6582193499584 "Rv0462, Rv3145, Rv3146, Rv3147, Rv3148, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157, Rv3303c"
"1027" "GO:0045333" "cellular respiration" "4, 5" "Biological_process" 3 1 "3" 55 55 24 43.6363636363636 5.23078833730896 2.60122361182367e-08 6.93226092551007e-06 2.91179188766364 9.29232674222337 "Rv0066c, Rv0462, Rv0896, Rv0951, Rv0952, Rv1098c, Rv1240, Rv1475c, Rv1837c, Rv2196, Rv3043c, Rv3146, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3155, Rv3156, Rv3157, Rv3316, Rv3318, Rv3319, Rv3858c"
"1130" "GO:0050136" "NADH dehydrogenase (quinone) activity" "6" "Biological_process" 4 1 "4" 14 14 11 78.5714285714286 24.3136500378163 5.27652631768222e-08 8.59184707300071e-06 6.3976410277961 136.615341594178 "Rv3145, Rv3146, Rv3147, Rv3148, Rv3150, Rv3151, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157"
"338" "GO:0009060" "aerobic respiration" "5, 6" "Biological_process" 5 1 "5" 34 34 17 50 6.69079760459231 2.64151619682419e-07 2.21904283326448e-05 3.1874849789442 14.0429782552916 "Rv0066c, Rv0462, Rv0896, Rv0951, Rv0952, Rv1098c, Rv1240, Rv1475c, Rv1837c, Rv3043c, Rv3146, Rv3152, Rv3153, Rv3157, Rv3316, Rv3318, Rv3319"
"572" "GO:0015980" "energy derivation by oxidation of organic compounds" "3, 4" "Biological_process" 6 1 "6" 68 68 25 36.7647058823529 3.92291338348419 7.34935559453627e-07 3.73067288751222e-05 2.27443898269964 6.63604691534257 "Rv0066c, Rv0462, Rv0896, Rv0951, Rv0952, Rv1098c, Rv1240, Rv1328, Rv1475c, Rv1837c, Rv2196, Rv3043c, Rv3146, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3155, Rv3156, Rv3157, Rv3316, Rv3318, Rv3319, Rv3858c"
"301" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" "7" "Biological_process" 7 1 "7" 12 12 9 75 19.8294862969849 1.86876885616838e-06 7.96843040270195e-05 4.92794721696464 114.542815757143 "Rv3145, Rv3146, Rv3147, Rv3150, Rv3151, Rv3154, Rv3155, Rv3156, Rv3157"
"760" "GO:0030964" "NADH dehydrogenase complex" "3, 4" "Cell_Components" 8 1 "8" 6 6 6 100 Inf 5.43117303371515e-06 0.000206772516212155 7.72070831876148 Inf "Rv3146, Rv3149, Rv3150, Rv3153, Rv3155, Rv3157"
"617" "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" "4" "Biological_process" 9 1 "9" 40 40 16 40 4.44337877064962 2.23375775956805e-05 0.000661440492138761 2.18955951240261 8.78425795071552 "Rv0462, Rv2215, Rv3145, Rv3146, Rv3147, Rv3148, Rv3149, Rv3150, Rv3151, Rv3152, Rv3153, Rv3154, Rv3155, Rv3156, Rv3157, Rv3303c"
"132" "GO:0006099" "tricarboxylic acid cycle" "3, 6, 7" "Biological_process" 10 1 "10" 25 25 12 48 6.12279322105131 2.74202980885481e-05 0.000749488147753648 2.53835413516271 14.6419481825791 "Rv0066c, Rv0462, Rv0896, Rv0951, Rv0952, Rv1098c, Rv1240, Rv1475c, Rv1837c, Rv3316, Rv3318, Rv3319"
