target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	120.793	1499	131.734
NC_000962.3:c2156111-2153889	2223	2053.76	1332	6.8848
NC_000962.3:759807-763325	3519	3349.76	28288	89.6449
NC_000962.3:c2289241-2288681	561	391.763	327	8.86057
NC_000962.3:1674202-1675011	810	640.763	99	1.64012
NC_000962.3:c3499915-3499262	654	484.763	4836	105.9
NC_000962.3:c17470-15590	1881	1711.76	245	1.51936
NC_000962.3:851608-852351	744	574.763	783	14.4614
NC_000962.3:c2278932-2278498	435	265.835	33998	1357.62
NC_000962.3:c2715332-2714124	1209	1039.76	23	0.234818
NC_000962.3:7302-9818	2517	2347.76	1627	7.35649
NC_000962.3:565797-566396	600	430.763	577	14.2192
NC_000962.3:5240-7267	2028	1858.76	4144	23.6664
NC_000962.3:4352274-4352576	303	135.129	1240	97.4117
NC_000962.3:c2409524-2408385	1140	970.763	359	3.92571
NC_000962.3:c497314-495062	2253	2083.76	1476	7.51926
NC_000962.3:c3499265-3497529	1737	1567.76	15281	103.469
NC_000962.3:1128091-1129179	1089	919.763	278	3.20853
NC_000962.3:c3051424-3049052	2373	2203.76	468	2.25433
NC_000962.3:c4087257-4084453	2805	2635.76	523	2.10636
NC_000962.3:557527-558813	1287	1117.76	874	8.3004
NC_000962.3:4246514-4249810	3297	3127.76	170	0.576969
NC_000962.3:c2224029-2223343	687	517.763	387	7.93446
NC_000962.3:c2062674-2061178	1497	1327.76	178	1.4231
NC_000962.3:c2370792-2370598	195	48.7565	215	46.8105
NC_000962.3:4314178-4314723	546	376.763	187	5.26879
NC_000962.3:c4266658-4265642	1017	847.763	1921	24.0542
NC_000962.3:1673440-1674183	744	574.763	123	2.27171
NC_000962.3:2507146-2507637	492	322.786	86	2.82827
NC_000962.3:c2135867-2134890	978	808.763	79	1.03691
NC_000962.3:351848-352138	291	123.637	493	42.3289
NC_000962.3:c1220186-1219248	939	769.763	43	0.592992
NC_000962.3:c2134872-2134273	600	430.763	34	0.837872
NC_000962.3:1833542-1834987	1446	1276.76	1305	10.8502
NC_000962.3:2066457-2068883	2427	2257.76	1612	7.57921
NC_000962.3:c18762-17467	1296	1126.76	167	1.57333
NC_000962.3:c1138060-1136573	1488	1318.76	259	2.08483
NC_000962.3:1471846-1473382	1537	1367.76	16129	125.18
NC_000962.3:4351075-4352181	1107	937.763	661	7.48248
NC_000962.3:c3067945-3067193	753	583.763	13	0.236398
NC_000962.3:528608-530230	1623	1453.76	5632	41.125
NC_000962.3:c1299804-1298764	1041	871.763	489	5.95453
NC_000962.3:c1133908-1133333	576	406.763	37	0.9656
NC_000962.3:c442299-441265	1035	865.763	346	4.24243
NC_000962.3:c2456743-2455631	1113	943.763	74	0.83235
NC_000962.3:1046136-1048415	2280	2110.76	279	1.40314
NC_000962.3:c2441720-2440332	1389	1219.76	439	3.82055
NC_000962.3:c1744836-1744426	411	241.96	74	3.24657
NC_000962.3:c1101480-1101025	456	286.807	485	17.951
NC_000962.3:c2405398-2404616	783	613.763	1057	18.2815
NC_000962.3:c3919200-3917998	1203	1033.76	104	1.06795
NC_000962.3:1364413-1365186	774	604.763	2862	50.2368
NC_000962.3:c4152217-4151180	1038	868.763	169	2.06501
NC_000962.3:c1865382-1862347	3036	2866.76	173	0.640607
NC_000962.3:c2179436-2178957	480	310.807	216	7.37735
NC_000962.3:1352144-1353118	975	805.763	177	2.33186
NC_000962.3:c4261146-4255945	5202	5032.76	7691	16.2223
NC_000962.3:c4025039-4024344	696	526.763	4201	84.6593
NC_000962.3:198534-199898	1365	1195.76	208	1.84653
NC_000962.3:c3362986-3361130	1857	1687.76	448	2.81776
NC_000962.3:c3836891-3835272	1620	1450.76	1285	9.40251
NC_000962.3:c3907007-3906174	834	664.763	791	12.6313
NC_000962.3:1917940-1918746	807	637.763	71	1.18178
