"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"NADH dehydrogenase activity" "NADH dehydrogenase activity" 82.3667698304251 18.8154618764833 742.801247145942 4.60907279028054e-11 45.9598251971097 12.5570850606991 252.151601089894 8.13701937776558e-09 28.8548693560585 7.89394581952408 158.611180779519 1.47007265598129e-06
"monosaccharide metabolic process" "monosaccharide metabolic process" 1.07748726641528 0.121923739584707 4.44070055973364 1 3.6634616601979 1.17480038356682 9.81884699953325 0.193920146165967 5.08317119870797 1.98409215913976 12.622120086186 0.00601706589990649
"pyruvate metabolic process" "pyruvate metabolic process" 0.836665146054596 0.0959869540888996 3.35520919548695 1 3.97218898531027 1.50993072848604 9.42313373259673 0.0754612771033776 4.67753413024566 2.02567852967379 10.4606941060431 0.00309429272567723
"glycolytic process" "glycolytic process" 1.74407976547501 0.190255982625709 7.75557990793868 1 9.12575290957005 2.79893137710638 28.9776342959876 0.0080375085623234 9.90859829133157 3.1349919545832 33.9991745015569 0.000759762431069669
"tricarboxylic acid cycle" "tricarboxylic acid cycle" 2.16784357687717 0.537740642347337 6.48009002211425 0.820771951092467 8.27774176980857 3.37224073160368 19.7908582986656 0.000321858051524391 6.12279322105131 2.53835413516271 14.6419481825791 0.000749488147753648
"oxidative phosphorylation" "oxidative phosphorylation" 22.9980753367681 4.88122943743954 142.969805774526 0.00249304602849381 12.9722895096905 2.77815091584841 65.7442226808339 0.0184508112293154 13.1460902809715 2.79747587187269 81.4621229797431 0.00539255447308141
"purine nucleotide metabolic process" "purine nucleotide metabolic process" 1.81566848372754 0.888799977544135 3.40646954479655 0.597408498300153 2.33950596724422 1.25523228681737 4.11909862989644 0.13007907340488 2.5098579821908 1.48674064563163 4.113024463047 0.00616182455925933
"nucleoside diphosphate phosphorylation" "nucleoside diphosphate phosphorylation" 1.41599005555429 0.15723360319216 6.06553268051204 1 6.63227179828298 2.16539511837479 18.8730045472265 0.0189901884583712 8.27110924418803 2.92335466932544 24.2492726561263 0.000725489199793956
"cellular amino acid metabolic process" "cellular amino acid metabolic process" 1.2241181933552 0.698247163679478 2.02914258398128 1 1.71970864254237 1.07326408133524 2.66159015929987 0.235133185787947 2.24806665288531 1.55311745971913 3.20561846347695 0.000601717983333217
"threonine metabolic process" "threonine metabolic process" 0 0 9.62913657388577 1 51.8665925620253 5.7828262998062 2422.86313544784 0.00228297544321802 32.8060554590073 3.66136449305412 1540.44705811344 0.00403710713134481
"nucleoside phosphate metabolic process" "nucleoside phosphate metabolic process" 1.80865532967168 1.03786712215582 2.99805745141262 0.401989090533056 1.95567411732577 1.16458268621836 3.15167335837071 0.171545985075656 2.41545328328985 1.59340659388348 3.5941139913725 0.000931328759799963
"ATP generation from ADP" "ATP generation from ADP" 1.74407976547501 0.190255982625709 7.75557990793868 1 9.12575290957005 2.79893137710638 28.9776342959876 0.0080375085623234 9.90859829133157 3.1349919545832 33.9991745015569 0.000759762431069669
"phosphate-containing compound metabolic process" "phosphate-containing compound metabolic process" 1.46562227520801 0.985653635464974 2.12731202884944 0.496879829538869 2.24181794740437 1.60352604320307 3.09229404703854 0.000321858051524391 2.24944319481245 1.68835973493822 2.97300628608134 8.59184707300071e-06
"ion transport" "ion transport" 1.51167210219176 0.808894441076644 2.64073423744067 0.820771951092467 2.05708759682162 1.20713167163525 3.35786453684807 0.13007907340488 2.52511097435454 1.64233138862919 3.80825998984008 0.00075856493529185
"cation transport" "cation transport" 1.60702671827266 0.696287858644035 3.28614292446246 0.949762708795908 2.2685759272317 1.13040036052965 4.23229544000737 0.188547804333211 2.88671037667863 1.65212398653778 4.89442600419221 0.00285859165038398
"phosphate ion transport" "phosphate ion transport" 2.06219092642052 0.221174057083053 9.50920277573826 0.982543023155424 8.91623713633471 2.46079866756521 31.1886089930135 0.0179454539132155 14.8698833551812 4.1318344920666 66.376405482866 0.000206772516212156
"NADH dehydrogenase (ubiquinone) activity" "NADH dehydrogenase (ubiquinone) activity" 58.1966768284999 12.3188525433902 547.838045853093 1.66737266163543e-07 31.4828194501942 7.810543866156 181.603979447267 9.607903298737e-06 19.8294862969849 4.92794721696464 114.542815757143 7.96843040270195e-05
"cellular amino acid biosynthetic process" "cellular amino acid biosynthetic process" 0.858071485801735 0.357699781545545 1.7758395633417 1 1.59506277033546 0.850143791403012 2.80071692490462 0.698637349920006 2.43464409713294 1.53084554798091 3.78210557441011 0.0024536074500935
"aerobic respiration" "aerobic respiration" 3.54100063902309 1.37378919867218 8.13804947460138 0.143352313834944 8.40454604040081 3.9354970199133 17.6371573271213 9.607903298737e-06 6.69079760459231 3.1874849789442 14.0429782552916 2.21904283326448e-05
"aspartate family amino acid biosynthetic process" "aspartate family amino acid biosynthetic process" 0.450690739831655 0.0109446106082195 2.77194464638905 1 3.83276689517022 1.35181231839942 9.60659046144472 0.127931920081637 4.85269783601904 2.00413885096458 11.3798797233175 0.00435050059685973
"threonine biosynthetic process" "threonine biosynthetic process" 0 0 12.3710090667848 1 41.4409682755068 4.08139806031375 2017.07534168785 0.0124778105412291 Inf 5.99869081078936 Inf 0.000996592295029169
"nucleotide metabolic process" "nucleotide metabolic process" 1.60771776162444 0.894836570854273 2.72615941947354 0.614108408116899 1.87752218459521 1.10519046399333 3.05286082036837 0.206221424833473 2.36874403159547 1.55498092998952 3.53958241079182 0.0013278807155938
