"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"NADH dehydrogenase activity" "NADH dehydrogenase activity" 82.3667698304251 18.8154618764833 742.801247145942 4.60907279028054e-11 45.9598251971097 12.5570850606991 252.151601089894 8.13701937776558e-09 28.8548693560585 7.89394581952408 158.611180779519 1.47007265598129e-06
"monosaccharide metabolic process" "monosaccharide metabolic process" 1.07748726641528 0.121923739584707 4.44070055973364 1 3.6634616601979 1.17480038356682 9.81884699953325 0.193920146165967 5.08317119870797 1.98409215913976 12.622120086186 0.00601706589990649
"pyruvate metabolic process" "pyruvate metabolic process" 0.836665146054596 0.0959869540888996 3.35520919548695 1 3.97218898531027 1.50993072848604 9.42313373259673 0.0754612771033776 4.67753413024566 2.02567852967379 10.4606941060431 0.00309429272567723
"glycolytic process" "glycolytic process" 1.74407976547501 0.190255982625709 7.75557990793868 1 9.12575290957005 2.79893137710638 28.9776342959876 0.0080375085623234 9.90859829133157 3.1349919545832 33.9991745015569 0.000759762431069669
"tricarboxylic acid cycle" "tricarboxylic acid cycle" 2.16784357687717 0.537740642347337 6.48009002211425 0.820771951092467 8.27774176980857 3.37224073160368 19.7908582986656 0.000321858051524391 6.12279322105131 2.53835413516271 14.6419481825791 0.000749488147753648
"oxidative phosphorylation" "oxidative phosphorylation" 22.9980753367681 4.88122943743954 142.969805774526 0.00249304602849381 12.9722895096905 2.77815091584841 65.7442226808339 0.0184508112293154 13.1460902809715 2.79747587187269 81.4621229797431 0.00539255447308141
"nucleoside diphosphate phosphorylation" "nucleoside diphosphate phosphorylation" 1.41599005555429 0.15723360319216 6.06553268051204 1 6.63227179828298 2.16539511837479 18.8730045472265 0.0189901884583712 8.27110924418803 2.92335466932544 24.2492726561263 0.000725489199793956
"threonine metabolic process" "threonine metabolic process" 0 0 9.62913657388577 1 51.8665925620253 5.7828262998062 2422.86313544784 0.00228297544321802 32.8060554590073 3.66136449305412 1540.44705811344 0.00403710713134481
"ATP generation from ADP" "ATP generation from ADP" 1.74407976547501 0.190255982625709 7.75557990793868 1 9.12575290957005 2.79893137710638 28.9776342959876 0.0080375085623234 9.90859829133157 3.1349919545832 33.9991745015569 0.000759762431069669
"phosphate ion transport" "phosphate ion transport" 2.06219092642052 0.221174057083053 9.50920277573826 0.982543023155424 8.91623713633471 2.46079866756521 31.1886089930135 0.0179454539132155 14.8698833551812 4.1318344920666 66.376405482866 0.000206772516212156
"NADH dehydrogenase (ubiquinone) activity" "NADH dehydrogenase (ubiquinone) activity" 58.1966768284999 12.3188525433902 547.838045853093 1.66737266163543e-07 31.4828194501942 7.810543866156 181.603979447267 9.607903298737e-06 19.8294862969849 4.92794721696464 114.542815757143 7.96843040270195e-05
"aerobic respiration" "aerobic respiration" 3.54100063902309 1.37378919867218 8.13804947460138 0.143352313834944 8.40454604040081 3.9354970199133 17.6371573271213 9.607903298737e-06 6.69079760459231 3.1874849789442 14.0429782552916 2.21904283326448e-05
"aspartate family amino acid biosynthetic process" "aspartate family amino acid biosynthetic process" 0.450690739831655 0.0109446106082195 2.77194464638905 1 3.83276689517022 1.35181231839942 9.60659046144472 0.127931920081637 4.85269783601904 2.00413885096458 11.3798797233175 0.00435050059685973
"threonine biosynthetic process" "threonine biosynthetic process" 0 0 12.3710090667848 1 41.4409682755068 4.08139806031375 2017.07534168785 0.0124778105412291 Inf 5.99869081078936 Inf 0.000996592295029169
"nucleoside diphosphate metabolic process" "nucleoside diphosphate metabolic process" 1.70253801300492 0.322264146022627 5.78655134957605 1 5.56975685388083 2.02989803441858 14.1135164143942 0.0189336412141041 6.07027642164584 2.41303546312389 15.1128555552165 0.00138944468420715
"purine nucleoside diphosphate metabolic process" "purine nucleoside diphosphate metabolic process" 1.51077086653049 0.166896166652777 6.54260585213113 1 7.29798552169102 2.34179066688496 21.391272647679 0.0149655146787511 7.42886646957311 2.53143224482661 22.2347347242424 0.00235876046906537
"purine ribonucleoside diphosphate metabolic process" "purine ribonucleoside diphosphate metabolic process" 1.51077086653049 0.166896166652777 6.54260585213113 1 7.29798552169102 2.34179066688496 21.391272647679 0.0149655146787511 7.42886646957311 2.53143224482661 22.2347347242424 0.00235876046906537
"ribonucleoside diphosphate metabolic process" "ribonucleoside diphosphate metabolic process" 1.41599005555429 0.15723360319216 6.06553268051204 1 8.36377181502316 2.84830670152243 23.696928816271 0.00471613040491893 8.27110924418803 2.92335466932544 24.2492726561263 0.000725489199793956
"organic cation transport" "organic cation transport" 1.41468990257401 0.0317873414913191 10.6084985929563 1 8.2789260115377 1.63505028706527 38.6579419722352 0.1251445673699 23.0663561720721 4.37346248117039 227.174319283984 0.000614740434435098
"ammonium transport" "ammonium transport" 1.13120854342073 0.0259868276729537 7.99685998389266 1 5.9121935666605 1.26270533027705 23.3884749970664 0.188547804333211 11.5223966927751 2.91743084481491 53.8813139915356 0.00285859165038398
"quaternary ammonium group transport" "quaternary ammonium group transport" 3.77581198036407 0.071745988606121 47.1421738095079 0.982543023155424 30.9585954143203 2.47842702352714 1611.5305195191 0.069256816882089 Inf 4.31492447875021 Inf 0.00534779973715009
"amino-acid betaine transport" "amino-acid betaine transport" 3.77581198036407 0.071745988606121 47.1421738095079 0.982543023155424 30.9585954143203 2.47842702352714 1611.5305195191 0.069256816882089 Inf 4.31492447875021 Inf 0.00534779973715009
