"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"response to hypoxia" "response to hypoxia" 3.4106907190857 1.80605722392599 6.17434964186983 0.00673070011931075 2.0616451142842 0.958342374196417 4.06183401803409 0.445583867557749 1.41306171636132 0.575310087571903 3.02499064565087 1
"alcohol metabolic process" "alcohol metabolic process" 3.23889527831964 1.75509140538987 5.73606809986096 0.006897466914077 1.83364092644253 0.857865893509135 3.58050330618675 0.644081193302047 0.584888465966694 0.153673439691509 1.58743770135539 1
"steroid catabolic process" "steroid catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cholesterol catabolic process" "cholesterol catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cellular ion homeostasis" "cellular ion homeostasis" 2.98637972899659 0.958660443527678 7.99586151219422 0.280584681817211 7.11253351949811 2.77197804668698 17.6851489130943 0.00346231854795123 2.55540852770857 0.737476760844192 7.19372363145801 0.659821874261533
"cellular metal ion homeostasis" "cellular metal ion homeostasis" 3.62909702612693 1.13670935295336 10.1202964635851 0.201094837813288 7.54871162817243 2.74679608362114 20.1778962185829 0.00442131279813637 2.29531501343398 0.555637575689478 7.16396074182256 0.848466219466892
"steroid metabolic process" "steroid metabolic process" 6.05788968176575 2.61990021727345 13.5636048395605 0.0020749052660288 2.91351026271332 1.04430366817412 7.11796816812991 0.282783233834042 0 0 1.23471026219056 0.773282107642214
"cholesterol metabolic process" "cholesterol metabolic process" 8.55344430749611 3.17503597885706 23.0463814992451 0.0020711169907982 3.04235423510523 0.860333768286591 8.86703324523691 0.42147053697878 0 0 1.8479700535947 1
"siderophore metabolic process" "siderophore metabolic process" 3.61023076711023 0.600165632816576 15.891465641976 0.494722026430607 13.755545014792 3.24598277902875 66.643597006714 0.00737712334651468 6.13400475861762 1.26763130239575 25.9862502562354 0.391252349737376
"response to metal ion" "response to metal ion" 8.59017827080798 3.50544914855893 21.0615099767513 0.00139605753689212 11.0173127378063 4.51897612415836 27.3769104269679 7.38948801231316e-05 3.07397257212525 0.992863248362463 8.1467411328038 0.515465202513591
