"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"response to hypoxia" "response to hypoxia" 3.4106907190857 1.80605722392599 6.17434964186983 0.00673070011931075 2.0616451142842 0.958342374196417 4.06183401803409 0.445583867557749 1.41306171636132 0.575310087571903 3.02499064565087 1
"DNA-binding transcription factor activity" "DNA-binding transcription factor activity" 2.20918796043222 1.33265636948258 3.53763743518911 0.0469173896128361 2.66805507385812 1.63422598390418 4.22525956426268 0.00471966791679672 1.79057122022918 1.0224084429581 2.98695847128084 0.515465202513591
"alcohol metabolic process" "alcohol metabolic process" 3.23889527831964 1.75509140538987 5.73606809986096 0.006897466914077 1.83364092644253 0.857865893509135 3.58050330618675 0.644081193302047 0.584888465966694 0.153673439691509 1.58743770135539 1
"transcription, DNA-templated" "transcription, DNA-templated" 2.27176125114692 1.54557744841044 3.27853630596157 0.00257639238587591 2.22888900833456 1.49729348428424 3.2502322007872 0.0050809613382267 2.25002785965466 1.51119499304363 3.28128971431831 0.0090778518193151
"regulation of transcription, DNA-templated" "regulation of transcription, DNA-templated" 2.34861182733484 1.59599413235216 3.39357099998991 0.0020711169907982 2.30277571965985 1.54537932093227 3.36199044426409 0.00374851221222837 2.24197114391663 1.49812100179833 3.28472239465666 0.0090778518193151
"steroid catabolic process" "steroid catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cholesterol catabolic process" "cholesterol catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cellular ion homeostasis" "cellular ion homeostasis" 2.98637972899659 0.958660443527678 7.99586151219422 0.280584681817211 7.11253351949811 2.77197804668698 17.6851489130943 0.00346231854795123 2.55540852770857 0.737476760844192 7.19372363145801 0.659821874261533
"cellular metal ion homeostasis" "cellular metal ion homeostasis" 3.62909702612693 1.13670935295336 10.1202964635851 0.201094837813288 7.54871162817243 2.74679608362114 20.1778962185829 0.00442131279813637 2.29531501343398 0.555637575689478 7.16396074182256 0.848466219466892
"steroid metabolic process" "steroid metabolic process" 6.05788968176575 2.61990021727345 13.5636048395605 0.0020749052660288 2.91351026271332 1.04430366817412 7.11796816812991 0.282783233834042 0 0 1.23471026219056 0.773282107642214
"cholesterol metabolic process" "cholesterol metabolic process" 8.55344430749611 3.17503597885706 23.0463814992451 0.0020711169907982 3.04235423510523 0.860333768286591 8.86703324523691 0.42147053697878 0 0 1.8479700535947 1
"macromolecule biosynthetic process" "macromolecule biosynthetic process" 1.19143584508418 0.861606589798911 1.62308373333825 0.897067175618635 1.26981676088227 0.914713334021113 1.73607716947143 0.75646852083916 1.87495358926026 1.39556896062173 2.49369973877341 0.0090778518193151
"siderophore metabolic process" "siderophore metabolic process" 3.61023076711023 0.600165632816576 15.891465641976 0.494722026430607 13.755545014792 3.24598277902875 66.643597006714 0.00737712334651468 6.13400475861762 1.26763130239575 25.9862502562354 0.391252349737376
"response to metal ion" "response to metal ion" 8.59017827080798 3.50544914855893 21.0615099767513 0.00139605753689212 11.0173127378063 4.51897612415836 27.3769104269679 7.38948801231316e-05 3.07397257212525 0.992863248362463 8.1467411328038 0.515465202513591
"cellular response to iron ion starvation" "cellular response to iron ion starvation" 3.37488112360361 0.769159950753779 11.7672031697621 0.399060120929574 9.18897520079484 2.73476598087003 30.8882741542452 0.00817717050464369 3.67775618694931 0.83794027391956 12.8276545811765 0.570715358180418
"regulation of gene expression" "regulation of gene expression" 1.99226934676885 1.38409499391664 2.81900234916275 0.00750192290702294 2.04066900706367 1.40677316029158 2.90676023188383 0.00755287804318907 2.06014082968431 1.42005248429583 2.9349110786023 0.0147036122463886
"regulation of macromolecule biosynthetic process" "regulation of macromolecule biosynthetic process" 2.06815902513627 1.42364451579292 2.95110265710034 0.0071319583050495 1.97444141477865 1.33768823074419 2.8548802849031 0.0177175759081537 2.06155224515037 1.4020817826615 2.97152630391461 0.0181215391315754
"sterol metabolic process" "sterol metabolic process" 7.92860155962562 3.28303056893752 19.0002265178082 0.00139605753689212 3.56465446383742 1.25027143871159 9.01550802999247 0.137167613503498 0 0 1.44876545465134 0.931161736324625
