"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"DNA-binding transcription factor activity" "DNA-binding transcription factor activity" 2.20918796043222 1.33265636948258 3.53763743518911 0.0469173896128361 2.66805507385812 1.63422598390418 4.22525956426268 0.00471966791679672 1.79057122022918 1.0224084429581 2.98695847128084 0.515465202513591
"transcription, DNA-templated" "transcription, DNA-templated" 2.27176125114692 1.54557744841044 3.27853630596157 0.00257639238587591 2.22888900833456 1.49729348428424 3.2502322007872 0.0050809613382267 2.25002785965466 1.51119499304363 3.28128971431831 0.0090778518193151
"regulation of transcription, DNA-templated" "regulation of transcription, DNA-templated" 2.34861182733484 1.59599413235216 3.39357099998991 0.0020711169907982 2.30277571965985 1.54537932093227 3.36199044426409 0.00374851221222837 2.24197114391663 1.49812100179833 3.28472239465666 0.0090778518193151
"steroid catabolic process" "steroid catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cholesterol catabolic process" "cholesterol catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"cellular ion homeostasis" "cellular ion homeostasis" 2.98637972899659 0.958660443527678 7.99586151219422 0.280584681817211 7.11253351949811 2.77197804668698 17.6851489130943 0.00346231854795123 2.55540852770857 0.737476760844192 7.19372363145801 0.659821874261533
"cellular metal ion homeostasis" "cellular metal ion homeostasis" 3.62909702612693 1.13670935295336 10.1202964635851 0.201094837813288 7.54871162817243 2.74679608362114 20.1778962185829 0.00442131279813637 2.29531501343398 0.555637575689478 7.16396074182256 0.848466219466892
"steroid metabolic process" "steroid metabolic process" 6.05788968176575 2.61990021727345 13.5636048395605 0.0020749052660288 2.91351026271332 1.04430366817412 7.11796816812991 0.282783233834042 0 0 1.23471026219056 0.773282107642214
"cholesterol metabolic process" "cholesterol metabolic process" 8.55344430749611 3.17503597885706 23.0463814992451 0.0020711169907982 3.04235423510523 0.860333768286591 8.86703324523691 0.42147053697878 0 0 1.8479700535947 1
"response to metal ion" "response to metal ion" 8.59017827080798 3.50544914855893 21.0615099767513 0.00139605753689212 11.0173127378063 4.51897612415836 27.3769104269679 7.38948801231316e-05 3.07397257212525 0.992863248362463 8.1467411328038 0.515465202513591
"sterol metabolic process" "sterol metabolic process" 7.92860155962562 3.28303056893752 19.0002265178082 0.00139605753689212 3.56465446383742 1.25027143871159 9.01550802999247 0.137167613503498 0 0 1.44876545465134 0.931161736324625
"sterol catabolic process" "sterol catabolic process" 12.8130582995488 4.04939413834079 43.9775554635719 0.00145442752772095 3.31415064977896 0.765958407335528 11.252460990589 0.478672866429124 0 0 2.54672835589304 1
"regulation of nucleobase-containing compound metabolic process" "regulation of nucleobase-containing compound metabolic process" 2.3192770678126 1.59104090843969 3.32295312282489 0.0020711169907982 2.20865776684344 1.49168412893342 3.20534498599974 0.00471966791679672 2.30749014242383 1.56426657902696 3.33898042878861 0.0090778518193151
"response to decreased oxygen levels" "response to decreased oxygen levels" 3.74235151882864 2.04253647059898 6.62060047544966 0.0020749052660288 1.94114315127142 0.905359734639779 3.80622389483478 0.478672866429124 1.33487018575577 0.544921253523936 2.84661540714862 1
"alcohol catabolic process" "alcohol catabolic process" 7.68115037074788 2.7447156029589 21.1674160871108 0.00431201955594817 2.42819163697213 0.583683288118541 7.67240339479348 0.695714083223481 0 0 1.95549194475274 1
"response to copper ion" "response to copper ion" 10.5822524354651 2.26793208176066 53.5579760454878 0.0298018276838387 32.1805374471692 6.09867688745693 317.782385535534 0.00122764034598264 4.59009819954538 0.739852646160954 21.5926939673894 0.570715358180418
"cellular transition metal ion homeostasis" "cellular transition metal ion homeostasis" 3.90883734249272 1.21171519534004 11.0951637983498 0.169301054744625 8.30748850779308 2.96664839071093 22.8949730598936 0.00346231854795123 2.44903439286982 0.588693906137832 7.73925259710623 0.773282107642214
"chemical homeostasis" "chemical homeostasis" 2.96613066011953 1.05316734725148 7.35904675599574 0.230269835275589 7.43089664271379 3.15134941256975 17.1533178256199 0.00122764034598264 2.63299717318854 0.864111879768899 6.79769685204589 0.570715358180418
