target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	125.044	11713	1108.73
NC_000962.3:c2156111-2153889	2223	2057.68	12404	71.3516
NC_000962.3:759807-763325	3519	3353.68	71998	254.108
NC_000962.3:c2289241-2288681	561	395.829	1638	48.9809
NC_000962.3:1674202-1675011	810	644.684	378	6.94009
NC_000962.3:c3499915-3499262	654	488.829	2325	56.2971
NC_000962.3:c17470-15590	1881	1715.68	863	5.95379
NC_000962.3:851608-852351	744	578.803	1798	36.7688
NC_000962.3:c2278932-2278498	435	269.927	19290	845.876
NC_000962.3:c2715332-2714124	1209	1043.68	255	2.89195
NC_000962.3:7302-9818	2517	2351.68	14162	71.2797
NC_000962.3:565797-566396	600	434.829	2068	56.2927
NC_000962.3:5240-7267	2028	1862.68	19515	124.008
NC_000962.3:4352274-4352576	303	139.554	15702	1331.79
NC_000962.3:c2409524-2408385	1140	974.684	3262	39.6132
NC_000962.3:c497314-495062	2253	2087.68	2140	12.133
NC_000962.3:c3499265-3497529	1737	1571.68	4588	34.5524
NC_000962.3:1128091-1129179	1089	923.684	709	9.08538
NC_000962.3:c3051424-3049052	2373	2207.68	1504	8.06364
NC_000962.3:c4087257-4084453	2805	2639.68	1730	7.75737
NC_000962.3:557527-558813	1287	1121.68	1837	19.3847
NC_000962.3:4246514-4249810	3297	3131.68	817	3.08791
NC_000962.3:c2224029-2223343	687	521.803	3475	78.8258
NC_000962.3:c2062674-2061178	1497	1331.68	1541	13.6969
NC_000962.3:c2370792-2370598	195	50.6578	767	179.213
NC_000962.3:4314178-4314723	546	380.829	2607	81.0272
NC_000962.3:c4266658-4265642	1017	851.684	7193	99.9659
NC_000962.3:1673440-1674183	744	578.803	609	12.4539
NC_000962.3:2507146-2507637	492	326.881	135	4.88838
NC_000962.3:c2135867-2134890	978	812.684	559	8.14161
NC_000962.3:351848-352138	291	127.91	3124	289.085
NC_000962.3:c1220186-1219248	939	773.684	294	4.49784
NC_000962.3:c2134872-2134273	600	434.829	238	6.47856
NC_000962.3:1833542-1834987	1446	1280.68	6096	56.3408
NC_000962.3:2066457-2068883	2427	2261.68	5576	29.1817
NC_000962.3:c18762-17467	1296	1130.68	609	6.37524
NC_000962.3:c1138060-1136573	1488	1322.68	1118	10.0047
NC_000962.3:1471846-1473382	1537	1371.68	11594	100.046
NC_000962.3:4351075-4352181	1107	941.684	1993	25.0508
NC_000962.3:c3067945-3067193	753	587.774	91	1.83253
NC_000962.3:528608-530230	1623	1457.68	2424	19.6829
NC_000962.3:c1299804-1298764	1041	875.684	965	13.0437
NC_000962.3:c1133908-1133333	576	410.829	164	4.72501
NC_000962.3:c442299-441265	1035	869.684	1173	15.9646
NC_000962.3:c2456743-2455631	1113	947.684	161	2.01086
NC_000962.3:1046136-1048415	2280	2114.68	1430	8.00407
NC_000962.3:c2441720-2440332	1389	1223.68	1495	14.4608
NC_000962.3:c1744836-1744426	411	245.991	86	4.13808
NC_000962.3:c1101480-1101025	456	290.912	729	29.661
NC_000962.3:c2405398-2404616	783	617.684	4845	92.8427
NC_000962.3:c3919200-3917998	1203	1037.68	654	7.4599
NC_000962.3:1364413-1365186	774	608.715	5099	99.1497
NC_000962.3:c4152217-4151180	1038	872.684	690	9.35863
NC_000962.3:c1865382-1862347	3036	2870.68	1162	4.79116
NC_000962.3:c2179436-2178957	480	314.897	1655	62.2086
NC_000962.3:1352144-1353118	975	809.684	528	7.7186
NC_000962.3:c4261146-4255945	5202	5036.68	35714	83.9294
NC_000962.3:c4025039-4024344	696	530.803	3963	88.3712
NC_000962.3:198534-199898	1365	1199.68	2846	28.0794
NC_000962.3:c3362986-3361130	1857	1691.68	4442	31.0799
NC_000962.3:c3836891-3835272	1620	1454.68	579	4.71119
NC_000962.3:c3907007-3906174	834	668.684	3609	63.8831
NC_000962.3:1917940-1918746	807	641.684	432	7.96861
NC_000962.3:c3343820-3343176	645	479.829	2300	56.7364
NC_000962.3:c1415840-1413960	1881	1715.68	1170	8.07177
NC_000962.3:2506278-2507153	876	710.684	171	2.848
NC_000962.3:c858037-856682	1356	1190.68	496	4.93066
NC_000962.3:1816189-1817607	1419	1253.68	1867	17.6269
NC_000962.3:c4269833-4268925	909	743.684	543	8.64235
NC_000962.3:c3841420-3840194	1227	1061.68	335	3.73482
NC_000962.3:3086820-3087935	1116	950.684	93493	1164.03
NC_000962.3:1002812-1003792	981	815.684	174	2.52492
NC_000962.3:3474007-3475377	1371	1205.68	232	2.27759
NC_000962.3:1973630-1976227	2598	2432.68	1575	7.66329
NC_000962.3:c3374620-3372545	2076	1910.68	333	2.06289
NC_000962.3:3023565-3024257	693	527.803	4284	96.0722
NC_000962.3:c3627349-3626663	687	521.803	3240	73.4951
NC_000962.3:4116478-4117152	675	509.829	3133	72.7371
NC_000962.3:4209047-4209526	480	314.897	1851	69.5758
NC_000962.3:4356693-4357535	843	677.684	1003	17.5184
NC_000962.3:c4025544-4025056	489	323.897	12287	449.014
NC_000962.3:c2745724-2745314	411	245.991	242	11.6444
NC_000962.3:419835-421712	1878	1712.68	6806	47.0365
NC_000962.3:c516892-516017	876	710.684	111	1.8487
NC_000962.3:c247318-244484	2835	2669.68	13432	59.5527
NC_000962.3:c3985445-3984144	1302	1136.68	830	8.64288
NC_000962.3:c1230971-1230660	312	148.25	545	43.5133
NC_000962.3:3834892-3835200	309	145.339	376	30.6215
NC_000962.3:1042115-1043239	1125	959.684	886	10.9276
NC_000962.3:c2763774-2763172	603	437.829	3129	84.5904
NC_000962.3:1870842-1871354	513	347.847	154	5.24026
NC_000962.3:4153740-4155674	1935	1769.68	5090	34.0441
NC_000962.3:1872639-1874051	1413	1247.68	531	5.03744
NC_000962.3:c462002-459456	2547	2381.68	1457	7.24095
NC_000962.3:1594042-1595982	1941	1775.68	678	4.51944
NC_000962.3:c309547-307877	1671	1505.68	720	5.66003
NC_000962.3:c1967637-1965955	1683	1517.68	1150	8.96885
NC_000962.3:2518115-2519365	1251	1085.68	6582	71.7587
NC_000962.3:c625480-624473	1008	842.684	468	6.57357
NC_000962.3:c3332754-3332071	684	518.829	839	19.1407
NC_000962.3:c639956-639012	945	779.684	667	10.1258
NC_000962.3:c2924820-2924230	591	425.829	45	1.25083
NC_000962.3:3786314-3787489	1176	1010.68	348	4.07553
NC_000962.3:3031788-3032498	711	545.803	898	19.4742
NC_000962.3:c2475970-2474864	1107	941.684	533	6.6995
NC_000962.3:2487615-2489051	1437	1271.68	3033	28.2302
NC_000962.3:898831-899787	957	791.684	3770	56.365
NC_000962.3:c1494425-1492320	2106	1940.68	2639	16.0955
NC_000962.3:c3223524-3221767	1758	1592.68	575	4.27325
NC_000962.3:c3183011-3181770	1242	1076.68	911	10.015
NC_000962.3:89575-89919	345	180.637	80	5.24208
NC_000962.3:552614-554008	1395	1229.68	1328	12.7828
NC_000962.3:c157600-156578	1023	857.684	7054	97.3483
NC_000962.3:c1057963-1057646	318	154.121	597	45.8492
NC_000962.3:c2952993-2952562	432	266.94	5009	222.105
NC_000962.3:852396-853853	1458	1292.68	1859	17.0219
NC_000962.3:c2736831-2734792	2040	1874.68	2210	13.9535
NC_000962.3:3274949-3276217	1269	1103.68	1766	18.9394
NC_000962.3:c2234649-2234305	345	180.637	122	7.99417
NC_000962.3:3697198-3698097	900	734.684	710	11.4387
NC_000962.3:1777859-1778539	681	515.829	97	2.2258
NC_000962.3:251782-253602	1821	1655.68	9819	70.1956
NC_000962.3:c1393052-1389357	3696	3530.68	10303	34.5402
NC_000962.3:c3725844-3724615	1230	1064.68	633	7.03725
NC_000962.3:763370-767320	3951	3785.68	29873	93.4017
NC_000962.3:2209327-2210604	1278	1112.68	85	0.904206
NC_000962.3:3017835-3019421	1587	1421.68	9059	75.4219
NC_000962.3:c2086981-2084756	2226	2060.68	2721	15.6292
NC_000962.3:351525-351818	294	130.832	3480	314.836
NC_000962.3:3022461-3023432	972	806.684	17980	263.819
NC_000962.3:1339349-1340524	1176	1010.68	592.384	6.93758
NC_000962.3:4325074-4325478	405	240.088	831	40.9686
NC_000962.3:c1588482-1587772	711	545.803	1488	32.2691
NC_000962.3:c3714332-3713394	939	773.684	479	7.32811
NC_000962.3:2547749-2548939	1191	1025.68	143	1.65022
NC_000962.3:c3672297-3671845	453	287.912	676	27.7912
NC_000962.3:c3620531-3617682	2850	2684.68	9191	40.5219
NC_000962.3:1096822-1097508	687	521.803	2037	46.2067
NC_000962.3:1922745-1923689	945	779.684	1471	22.3313
NC_000962.3:c4040704-4038158	2547	2381.68	13226	65.7302
NC_000962.3:c4361925-4360543	1383	1217.68	7902	76.8109
NC_000962.3:4034057-4034374	318	154.121	308	23.6542
NC_000962.3:c2763175-2762531	645	479.829	4286	105.727
NC_000962.3:2726193-2726780	588	422.829	83	2.32345
NC_000962.3:c236507-234516	1992	1826.68	2106	13.6463
NC_000962.3:3339854-3342082	2229	2063.68	1541	8.83852
NC_000962.3:3096959-3097645	687	521.803	454	10.2984
NC_000962.3:c4113515-4112322	1194	1028.68	557	6.40905
NC_000962.3:c3074471-3073680	792	626.684	1164	21.9849
NC_000962.3:c4008182-4007331	852	686.684	345	5.94679
NC_000962.3:c3792353-3790848	1506	1340.68	393	3.46966
NC_000962.3:1939599-1940291	693	527.803	271	6.0774
NC_000962.3:c651504-650779	726	560.803	183	3.86243
NC_000962.3:c3318815-3318330	486	320.897	227	8.37299
NC_000962.3:2307821-2308156	336	171.787	713	49.1269
NC_000962.3:c4312669-4311704	966	800.684	417	6.16446
NC_000962.3:c1537644-1535683	1962	1796.68	1067	7.02932
NC_000962.3:c2274508-2272787	1722	1556.68	882	6.70638
NC_000962.3:1810240-1811058	819	653.684	831	15.0471
NC_000962.3:c895628-894972	657	491.829	215	5.17421
NC_000962.3:2183372-2183869	498	332.864	300	10.6678
NC_000962.3:c1852035-1848517	3519	3353.68	2336	8.24463
NC_000962.3:c909318-908485	834	668.684	1484	26.2684
NC_000962.3:c4045210-4044281	930	764.684	479	7.41436
NC_000962.3:c1039914-1037920	1995	1829.68	7356	47.5867
NC_000962.3:962890-963393	504	338.847	607	21.2034
NC_000962.3:c1136481-1135501	981	815.684	779	11.3041
NC_000962.3:1300304-1301215	912	746.684	391	6.19812
NC_000962.3:1130191-1131111	921	755.684	210	3.28927
NC_000962.3:1138967-1142671	3705	3539.68	960	3.21016
NC_000962.3:1332092-1332964	873	707.684	171	2.86007
NC_000962.3:4276571-4278085	1515	1349.68	741	6.4984
NC_000962.3:1802035-1802667	633	467.829	583	14.7503
NC_000962.3:519073-519567	495	329.881	179	6.42268
NC_000962.3:c518396-517803	594	428.829	86	2.37375
NC_000962.3:398658-399524	867	701.684	338	5.70158
NC_000962.3:1505075-1505890	816	650.684	553	10.0595
NC_000962.3:1453204-1455012	1809	1643.68	35948	258.867
NC_000962.3:1448028-1449371	1344	1178.68	713	7.15999
NC_000962.3:584695-585423	729	563.803	94	1.97343
NC_000962.3:570539-571648	1110	944.684	228	2.85673
NC_000962.3:c2420608-2419001	1608	1442.68	15711	128.9
NC_000962.3:c3014147-3013683	465	299.912	2739	108.098
NC_000962.3:c2864412-2863207	1206	1040.68	1432	16.2871
NC_000962.3:3486509-3487711	1203	1037.68	477	5.44094
NC_000962.3:c3192201-3191644	558	392.829	714	21.5137
NC_000962.3:2519396-2520712	1317	1151.68	7185	73.8437
NC_000962.3:3516746-3519166	2421	2255.68	2001	10.5
NC_000962.3:3694054-3694860	807	641.684	221	4.07654
NC_000962.3:2520743-2522164	1422	1256.68	8979	84.5711
