target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	125.198	2281	253.367
NC_000962.3:c2156111-2153889	2223	2058.22	3833	25.8983
NC_000962.3:759807-763325	3519	3354.22	243874	1011.11
NC_000962.3:c2289241-2288681	561	396.247	954	33.4816
NC_000962.3:1674202-1675011	810	645.215	313	6.74626
NC_000962.3:c3499915-3499262	654	489.233	5273	149.887
NC_000962.3:c17470-15590	1881	1716.22	823	6.66886
NC_000962.3:851608-852351	744	579.215	1900	45.6181
NC_000962.3:c2278932-2278498	435	270.271	15098	776.861
NC_000962.3:c2715332-2714124	1209	1044.22	205	2.73016
NC_000962.3:7302-9818	2517	2352.22	10902	64.4544
NC_000962.3:565797-566396	600	435.233	2616	83.5871
NC_000962.3:5240-7267	2028	1863.22	23524	175.579
NC_000962.3:4352274-4352576	303	139.559	2474	246.528
NC_000962.3:c2409524-2408385	1140	975.215	1055	15.0444
NC_000962.3:c497314-495062	2253	2088.22	14175	94.3999
NC_000962.3:c3499265-3497529	1737	1572.22	18453	163.222
NC_000962.3:1128091-1129179	1089	924.215	1948	29.3116
NC_000962.3:c3051424-3049052	2373	2208.22	7068	44.5122
NC_000962.3:c4087257-4084453	2805	2640.22	3742	19.7101
NC_000962.3:557527-558813	1287	1122.22	3477	43.0876
NC_000962.3:4246514-4249810	3297	3132.22	1243	5.51878
NC_000962.3:c2224029-2223343	687	522.233	1808	48.1457
NC_000962.3:c2062674-2061178	1497	1332.22	1341	13.9984
NC_000962.3:c2370792-2370598	195	49.9067	1311	365.315
NC_000962.3:4314178-4314723	546	381.26	932	33.9953
NC_000962.3:c4266658-4265642	1017	852.215	13273	216.592
NC_000962.3:1673440-1674183	744	579.215	446	10.7082
NC_000962.3:2507146-2507637	492	327.271	238	10.1133
NC_000962.3:c2135867-2134890	978	813.215	394	6.73774
NC_000962.3:351848-352138	291	128.041	781	84.8255
NC_000962.3:c1220186-1219248	939	774.215	214	3.84393
NC_000962.3:c2134872-2134273	600	435.233	213	6.80583
NC_000962.3:1833542-1834987	1446	1281.22	8167	88.647
NC_000962.3:2066457-2068883	2427	2262.22	14256	87.637
NC_000962.3:c18762-17467	1296	1131.22	1009	12.4042
NC_000962.3:c1138060-1136573	1488	1323.22	2356	24.761
NC_000962.3:1471846-1473382	1537	1372.22	24846	251.801
NC_000962.3:4351075-4352181	1107	942.215	3971	58.6102
NC_000962.3:c3067945-3067193	753	588.215	104	2.45879
NC_000962.3:528608-530230	1623	1458.22	22809	217.524
NC_000962.3:c1299804-1298764	1041	876.215	5436	86.2764
NC_000962.3:c1133908-1133333	576	411.233	500	16.9085
NC_000962.3:c442299-441265	1035	870.215	925	14.7822
NC_000962.3:c2456743-2455631	1113	948.215	490.598	7.1952
NC_000962.3:1046136-1048415	2280	2115.22	1051	6.9099
NC_000962.3:c2441720-2440332	1389	1224.22	1920	21.8106
NC_000962.3:c1744836-1744426	411	246.315	445	25.1242
NC_000962.3:c1101480-1101025	456	291.271	2948	140.752
NC_000962.3:c2405398-2404616	783	618.215	8372	188.327
NC_000962.3:c3919200-3917998	1203	1038.22	454	6.08124
NC_000962.3:1364413-1365186	774	609.215	10829	247.196
NC_000962.3:c4152217-4151180	1038	873.215	907	14.4447
NC_000962.3:c1865382-1862347	3036	2871.22	1432	6.93587
NC_000962.3:c2179436-2178957	480	315.271	1131	49.8887
