target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	113.052	12469	2196.48
NC_000962.3:c2156111-2153889	2223	2044.71	10866	105.831
NC_000962.3:759807-763325	3519	3340.71	160243	955.242
NC_000962.3:c2289241-2288681	561	382.738	3298	171.602
NC_000962.3:1674202-1675011	810	631.711	2426	76.4796
NC_000962.3:c3499915-3499262	654	475.738	18510	774.839
NC_000962.3:c17470-15590	1881	1702.71	3443	40.2689
NC_000962.3:851608-852351	744	565.711	6572	231.354
NC_000962.3:c2278932-2278498	435	256.824	104153	8076.25
NC_000962.3:c2715332-2714124	1209	1030.71	1327	25.6394
NC_000962.3:7302-9818	2517	2338.71	31533	268.511
NC_000962.3:565797-566396	600	421.738	5335	251.921
NC_000962.3:5240-7267	2028	1849.71	58272	627.378
NC_000962.3:4352274-4352576	303	127.206	6797	1064.1
NC_000962.3:c2409524-2408385	1140	961.711	11738	243.065
NC_000962.3:c497314-495062	2253	2074.71	6377	61.2114
NC_000962.3:c3499265-3497529	1737	1558.71	43273	552.872
NC_000962.3:1128091-1129179	1089	910.711	4135	90.4208
NC_000962.3:c3051424-3049052	2373	2194.71	14840	134.657
NC_000962.3:c4087257-4084453	2805	2626.71	7778	58.9697
NC_000962.3:557527-558813	1287	1108.71	2928	52.5928
NC_000962.3:4246514-4249810	3297	3118.71	3505	22.3813
NC_000962.3:c2224029-2223343	687	508.738	7288	285.29
NC_000962.3:c2062674-2061178	1497	1318.71	1261	19.0431
NC_000962.3:c2370792-2370598	195	42.1493	1537	726.2
NC_000962.3:4314178-4314723	546	367.748	81195	4396.96
NC_000962.3:c4266658-4265642	1017	838.711	24667	585.703
NC_000962.3:1673440-1674183	744	565.711	2867	100.927
NC_000962.3:2507146-2507637	492	313.757	587	37.2579
NC_000962.3:c2135867-2134890	978	799.711	4632	115.348
NC_000962.3:351848-352138	291	115.854	5789	995.1
NC_000962.3:c1220186-1219248	939	760.711	1319	34.5302
