target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	130.334	3774	426.528
NC_000962.3:c2156111-2153889	2223	2062.76	30663	218.962
NC_000962.3:759807-763325	3519	3358.76	203278	891.486
NC_000962.3:c2289241-2288681	561	400.811	2168	79.6752
NC_000962.3:1674202-1675011	810	649.76	1255	28.4508
NC_000962.3:c3499915-3499262	654	493.811	6444	192.22
NC_000962.3:c17470-15590	1881	1720.76	1900	16.2643
NC_000962.3:851608-852351	744	583.76	2020	50.9706
NC_000962.3:c2278932-2278498	435	274.83	21439	1149.06
NC_000962.3:c2715332-2714124	1209	1048.76	383	5.3793
NC_000962.3:7302-9818	2517	2356.76	16933	105.833
NC_000962.3:565797-566396	600	439.811	2897	97.0255
NC_000962.3:5240-7267	2028	1867.76	32500	256.31
NC_000962.3:4352274-4352576	303	144.596	3607	367.447
NC_000962.3:c2409524-2408385	1140	979.76	1779	26.746
NC_000962.3:c497314-495062	2253	2092.76	10671	75.1085
NC_000962.3:c3499265-3497529	1737	1576.76	16498	154.124
NC_000962.3:1128091-1129179	1089	928.76	3582	56.8101
NC_000962.3:c3051424-3049052	2373	2212.76	2277	15.1577
NC_000962.3:c4087257-4084453	2805	2644.76	3693	20.5682
NC_000962.3:557527-558813	1287	1126.76	2055	26.8648
NC_000962.3:4246514-4249810	3297	3136.76	1547	7.26461
NC_000962.3:c2224029-2223343	687	526.76	2916	81.5413
NC_000962.3:c2062674-2061178	1497	1336.76	1811	19.9558
NC_000962.3:c2370792-2370598	195	53.6172	1059	290.934
NC_000962.3:4314178-4314723	546	385.811	30160	1151.49
NC_000962.3:c4266658-4265642	1017	856.76	13145	225.998
NC_000962.3:1673440-1674183	744	583.76	1469	37.0673
NC_000962.3:2507146-2507637	492	331.811	635	28.1894
NC_000962.3:c2135867-2134890	978	817.76	971	17.4903
NC_000962.3:351848-352138	291	133.174	1653	182.834
NC_000962.3:c1220186-1219248	939	778.76	578	10.9327
NC_000962.3:c2134872-2134273	600	439.811	334	11.1862
NC_000962.3:1833542-1834987	1446	1285.76	11457	131.254
NC_000962.3:2066457-2068883	2427	2266.76	15778	102.53
NC_000962.3:c18762-17467	1296	1135.76	2220	28.7919
NC_000962.3:c1138060-1136573	1488	1327.76	2453	27.2133
NC_000962.3:1471846-1473382	1537	1376.76	36363	389.049
NC_000962.3:4351075-4352181	1107	946.76	5828	90.674
NC_000962.3:c3067945-3067193	753	592.76	183	4.54753
NC_000962.3:528608-530230	1623	1462.76	44308	446.182
NC_000962.3:c1299804-1298764	1041	880.76	4583	76.647
NC_000962.3:c1133908-1133333	576	415.811	428	15.1618
NC_000962.3:c442299-441265	1035	874.76	1973	33.2232
NC_000962.3:c2456743-2455631	1113	952.76	694	10.7295
NC_000962.3:1046136-1048415	2280	2119.76	2541	17.6572
NC_000962.3:c2441720-2440332	1389	1228.76	2559	30.6765
NC_000962.3:c1744836-1744426	411	250.908	271	15.9096
NC_000962.3:c1101480-1101025	456	295.811	2393	119.16
NC_000962.3:c2405398-2404616	783	622.76	6560	155.162
NC_000962.3:c3919200-3917998	1203	1042.76	737	10.4109
NC_000962.3:1364413-1365186	774	613.76	14498	347.947
NC_000962.3:c4152217-4151180	1038	877.76	2688	45.1083
NC_000962.3:c1865382-1862347	3036	2875.76	1437	7.3605
NC_000962.3:c2179436-2178957	480	319.811	2008	92.4855
NC_000962.3:1352144-1353118	975	814.76	1383	25.0032
NC_000962.3:c4261146-4255945	5202	5041.76	41493	121.226
NC_000962.3:c4025039-4024344	696	535.76	14545	399.896
NC_000962.3:198534-199898	1365	1204.76	1298	15.87
NC_000962.3:c3362986-3361130	1857	1696.76	6816	59.1715
NC_000962.3:c3836891-3835272	1620	1459.76	19858	200.381
NC_000962.3:c3907007-3906174	834	673.76	2565	56.0771
NC_000962.3:1917940-1918746	807	646.76	681	15.5098
NC_000962.3:c3343820-3343176	645	484.811	1372	41.6855
NC_000962.3:c1415840-1413960	1881	1720.76	1899	16.2558
NC_000962.3:2506278-2507153	876	715.76	705	14.5086
NC_000962.3:c858037-856682	1356	1195.76	2000	24.6371
NC_000962.3:1816189-1817607	1419	1258.76	6695	78.3449
NC_000962.3:c4269833-4268925	909	748.76	715	14.0659
NC_000962.3:c3841420-3840194	1227	1066.76	636	8.782
NC_000962.3:3086820-3087935	1116	955.76	88705	1367.11
NC_000962.3:1002812-1003792	981	820.76	493	8.84777
NC_000962.3:3474007-3475377	1371	1210.76	355	4.3189
NC_000962.3:1973630-1976227	2598	2437.76	5745	34.7138
NC_000962.3:c3374620-3372545	2076	1915.76	969	7.45051
NC_000962.3:3023565-3024257	693	532.76	15800	436.846
NC_000962.3:c3627349-3626663	687	526.76	2555	71.4465
NC_000962.3:4116478-4117152	675	514.76	5222	149.429
NC_000962.3:4209047-4209526	480	319.811	1169	53.8424
NC_000962.3:4356693-4357535	843	682.76	3346	72.1873
NC_000962.3:c4025544-4025056	489	328.811	24335	1090.16
NC_000962.3:c2745724-2745314	411	250.908	679	39.862
NC_000962.3:419835-421712	1878	1717.76	34514	295.962
NC_000962.3:c516892-516017	876	715.76	202	4.15707
NC_000962.3:c247318-244484	2835	2674.76	11611	63.9423
NC_000962.3:c3985445-3984144	1302	1141.76	1054	13.5978
NC_000962.3:c1230971-1230660	312	153.227	1690	162.463
NC_000962.3:3834892-3835200	309	150.339	1061	103.956
NC_000962.3:1042115-1043239	1125	964.76	973	14.8558
NC_000962.3:c2763774-2763172	603	442.811	3746	124.61
NC_000962.3:1870842-1871354	513	352.811	224	9.35211
NC_000962.3:4153740-4155674	1935	1774.76	14546	120.728
NC_000962.3:1872639-1874051	1413	1252.76	779	9.15952
NC_000962.3:c462002-459456	2547	2386.76	3530	21.7856
NC_000962.3:1594042-1595982	1941	1780.76	3731	30.8619
NC_000962.3:c309547-307877	1671	1510.76	1905	18.5739
NC_000962.3:c1967637-1965955	1683	1522.76	15245	147.468
NC_000962.3:2518115-2519365	1251	1090.76	19141	258.487
NC_000962.3:c625480-624473	1008	847.76	733	12.736
NC_000962.3:c3332754-3332071	684	523.76	724	20.3615
NC_000962.3:c639956-639012	945	784.76	1849	34.7059
NC_000962.3:c2924820-2924230	591	430.811	135	4.61584
NC_000962.3:3786314-3787489	1176	1015.76	836	12.1232
NC_000962.3:3031788-3032498	711	550.76	2312	61.8342
NC_000962.3:c2475970-2474864	1107	946.76	1404	21.8439
NC_000962.3:2487615-2489051	1437	1276.76	2370	27.3428
NC_000962.3:898831-899787	957	796.76	19072	352.592
NC_000962.3:c1494425-1492320	2106	1945.76	7828	59.2604
NC_000962.3:c3223524-3221767	1758	1597.76	821	7.56894
NC_000962.3:c3183011-3181770	1242	1081.76	2972	40.4689
NC_000962.3:89575-89919	345	185.407	1222	97.0842
NC_000962.3:552614-554008	1395	1234.76	4439	52.9549
NC_000962.3:c157600-156578	1023	862.76	1427	24.3634
NC_000962.3:c1057963-1057646	318	159.045	1239	114.751
NC_000962.3:c2952993-2952562	432	271.848	29239	1584.31
NC_000962.3:852396-853853	1458	1297.76	3160	35.8671
NC_000962.3:c2736831-2734792	2040	1879.76	3690.88	28.9221
NC_000962.3:3274949-3276217	1269	1108.76	1673	22.226
NC_000962.3:c2234649-2234305	345	185.407	311	24.708
NC_000962.3:3697198-3698097	900	739.76	466	9.27894
NC_000962.3:1777859-1778539	681	520.76	153	4.3277
NC_000962.3:251782-253602	1821	1660.76	10380	92.0648
NC_000962.3:c1393052-1389357	3696	3535.76	12852	53.5416
NC_000962.3:c3725844-3724615	1230	1069.76	2355	32.4271
NC_000962.3:763370-767320	3951	3790.76	56780	220.634
NC_000962.3:2209327-2210604	1278	1117.76	128	1.6868
NC_000962.3:3017835-3019421	1587	1426.76	19467	200.979
NC_000962.3:c2086981-2084756	2226	2065.76	12614	89.9448
NC_000962.3:351525-351818	294	136.034	1458	157.875
NC_000962.3:3022461-3023432	972	811.76	58844	1067.77
NC_000962.3:1339349-1340524	1176	1015.76	7538.07	109.313
NC_000962.3:4325074-4325478	405	244.916	830	49.9188
NC_000962.3:c1588482-1587772	711	550.76	4478	119.764
NC_000962.3:c3714332-3713394	939	778.76	680	12.862
NC_000962.3:2547749-2548939	1191	1030.76	216	3.08674
NC_000962.3:c3672297-3671845	453	292.811	1172	58.9581
NC_000962.3:c3620531-3617682	2850	2689.76	9367	51.2968
NC_000962.3:1096822-1097508	687	526.76	5398	150.947
NC_000962.3:1922745-1923689	945	784.76	315	5.91258
NC_000962.3:c4040704-4038158	2547	2386.76	24806	153.092
NC_000962.3:c4361925-4360543	1383	1222.76	5624	67.7497
NC_000962.3:4034057-4034374	318	159.045	865	80.1125
NC_000962.3:c2763175-2762531	645	484.811	4005	121.684
NC_000962.3:2726193-2726780	588	427.811	803	27.6482
NC_000962.3:c236507-234516	1992	1831.76	4554	36.6208
NC_000962.3:3339854-3342082	2229	2068.76	1773	12.6241
NC_000962.3:3096959-3097645	687	526.76	1151	32.1859
NC_000962.3:c4113515-4112322	1194	1033.76	1006	14.3345
NC_000962.3:c3074471-3073680	792	631.76	2634	61.4139
NC_000962.3:c4008182-4007331	852	691.76	220	4.68458
NC_000962.3:c3792353-3790848	1506	1345.76	355	3.88565
NC_000962.3:1939599-1940291	693	532.76	374	10.3405
NC_000962.3:c651504-650779	726	565.76	393	10.2321
NC_000962.3:c3318815-3318330	486	325.811	282	12.7493
NC_000962.3:2307821-2308156	336	176.557	3249	271.061
NC_000962.3:c4312669-4311704	966	805.76	2027	37.0554
NC_000962.3:c1537644-1535683	1962	1801.76	2111	17.2582
NC_000962.3:c2274508-2272787	1722	1561.76	3685	34.7557
NC_000962.3:1810240-1811058	819	658.76	1891	42.2832
NC_000962.3:c895628-894972	657	496.811	552	16.3663
NC_000962.3:2183372-2183869	498	337.811	403	17.5726
NC_000962.3:c1852035-1848517	3519	3358.76	4515	19.8008
NC_000962.3:c909318-908485	834	673.76	3983	87.078
NC_000962.3:c4045210-4044281	930	769.76	1550	29.6606
NC_000962.3:c1039914-1037920	1995	1834.76	15023	120.609
NC_000962.3:962890-963393	504	343.811	4486	192.195
NC_000962.3:c1136481-1135501	981	820.76	1349	24.2102
NC_000962.3:1300304-1301215	912	751.76	1300	25.4722
NC_000962.3:1130191-1131111	921	760.76	653	12.6435
NC_000962.3:1138967-1142671	3705	3544.76	3262	13.555
NC_000962.3:1332092-1332964	873	712.76	128	2.64527
NC_000962.3:4276571-4278085	1515	1354.76	1075	11.6882
NC_000962.3:1802035-1802667	633	472.811	2642	82.3093
NC_000962.3:519073-519567	495	334.811	424	18.6539
NC_000962.3:c518396-517803	594	433.811	142	4.8216
NC_000962.3:398658-399524	867	706.76	491	10.2332
NC_000962.3:1505075-1505890	816	655.76	1201	26.9775
NC_000962.3:1453204-1455012	1809	1648.76	69849	624.031
NC_000962.3:1448028-1449371	1344	1183.76	1803	22.4355
NC_000962.3:584695-585423	729	568.76	539	13.9593
NC_000962.3:570539-571648	1110	949.76	423	6.56039
NC_000962.3:c2420608-2419001	1608	1447.76	9088	92.4645
NC_000962.3:c3014147-3013683	465	304.811	2081	100.565
NC_000962.3:c2864412-2863207	1206	1045.76	4787	67.4271
NC_000962.3:3486509-3487711	1203	1042.76	438	6.18718
NC_000962.3:c3192201-3191644	558	397.811	905	33.5101
NC_000962.3:2519396-2520712	1317	1156.76	13146	167.399
NC_000962.3:3516746-3519166	2421	2260.76	3058	19.9244
NC_000962.3:3694054-3694860	807	646.76	843	19.1994
NC_000962.3:2520743-2522164	1422	1261.76	12628	147.422
NC_000962.3:c2849332-2840123	9210	9049.76	121051	197.031
NC_000962.3:c3193158-3192373	786	625.76	2036	47.9262
NC_000962.3:c3403162-3401933	1230	1069.76	1216	16.7437
NC_000962.3:c3703865-3703464	402	241.916	62	3.77511
NC_000962.3:3727488-3728627	1140	979.76	2580	38.7885
NC_000962.3:c3773567-3773016	552	391.811	148	5.56402
NC_000962.3:3184847-3186934	2088	1927.76	936	7.15198
NC_000962.3:c2759488-2758208	1281	1120.76	11135	146.346
NC_000962.3:c3149428-3148385	1044	883.76	3688	61.4695
NC_000962.3:c780040-779543	498	337.811	5248	228.836
NC_000962.3:784821-786011	1191	1030.76	10796	154.28
NC_000962.3:2517771-2518118	348	188.357	4538	354.884
NC_000962.3:3059262-3059786	525	364.811	160	6.46034
NC_000962.3:3975369-3977060	1692	1531.76	788	7.57772
NC_000962.3:c3082341-3081604	738	577.76	1160	29.5742
NC_000962.3:c3319467-3318901	567	406.811	210	7.60379
NC_000962.3:826122-826667	546	385.811	553	21.1132
NC_000962.3:c2839930-2839538	393	232.987	526	33.255
NC_000962.3:3641535-3642881	1347	1186.76	437	5.42403
NC_000962.3:c3662012-3661212	801	640.76	668	15.3562
NC_000962.3:c2326809-2325886	924	763.76	570	10.9931
NC_000962.3:c3629647-3628160	1488	1327.76	5119	56.7896
NC_000962.3:3536102-3537238	1137	976.76	480	7.23863
NC_000962.3:c2634098-2632923	1176	1015.76	742	10.7601
NC_000962.3:2072596-2073084	489	328.811	7769	348.035
NC_000962.3:1503394-1504365	972	811.76	1911	34.6766
NC_000962.3:3262248-3267731	5484	5323.76	2070	5.72737
NC_000962.3:c821476-820496	981	820.76	526	9.44002
NC_000962.3:c1046020-1045199	822	661.76	402	8.94806
NC_000962.3:c3568679-3568401	279	121.938	970	117.175
NC_000962.3:4348827-4350602	1776	1615.76	10558	96.2516
NC_000962.3:4403192-4404412	1221	1060.76	3268	45.3804
NC_000962.3:c1417347-1416181	1167	1006.76	253	3.70167
NC_000962.3:60396-63020	2625	2464.76	2045	12.2214
NC_000962.3:1969004-1970704	1701	1540.76	2995	28.6329
NC_000962.3:c4264365-4263355	1011	850.76	8202	142.009
NC_000962.3:4323499-4323897	399	238.94	1842	113.554
NC_000962.3:c214140-213028	1113	952.76	2381	36.8111
NC_000962.3:1411894-1413087	1194	1033.76	3822	54.4596
NC_000962.3:c2511176-2510715	462	301.811	805	39.2884
NC_000962.3:c3058531-3058193	339	179.492	8245	676.626
NC_000962.3:c3467091-3465778	1314	1153.76	571	7.28994
NC_000962.3:c3414958-3414719	240	87.4821	10013	1685.96
NC_000962.3:1058260-1060575	2316	2155.76	1521	10.3928
NC_000962.3:423639-424019	381	221.063	3307	220.355
NC_000962.3:3595713-3595967	255	100.308	12378	1817.68
NC_000962.3:826670-827470	801	640.76	588	13.5171
NC_000962.3:c3174017-3173160	858	697.76	1992	42.052
NC_000962.3:1090373-1093144	2772	2611.76	1014	5.71884
NC_000962.3:c4055123-4054812	312	153.227	11059	1063.12
NC_000962.3:4235779-4237164	1386	1225.76	812	9.75784
NC_000962.3:c4272279-4270366	1914	1753.76	1737	14.5892
NC_000962.3:c1619684-1618209	1476	1315.76	172	1.92555
NC_000962.3:1563694-1564266	573	412.811	906	32.3281
NC_000962.3:c2376290-2374461	1830	1669.76	13631	120.248
NC_000962.3:2949593-2950486	894	733.76	125506	2519.5
NC_000962.3:2477190-2478326	1137	976.76	1916	28.8942
NC_000962.3:c3445988-3442656	3333	3172.76	2899	13.459
NC_000962.3:2321057-2321467	411	250.908	109	6.39905
NC_000962.3:1938146-1938841	696	535.76	728	20.0154
NC_000962.3:978934-979365	432	271.848	191	10.3493
NC_000962.3:1972138-1973568	1431	1270.76	1181	13.6896
NC_000962.3:c2064728-2062809	1920	1759.76	483	4.04294
NC_000962.3:2125340-2125819	480	319.811	997	45.9204
NC_000962.3:c1300124-1299822	303	144.596	1882	191.72
NC_000962.3:2608796-2609728	933	772.76	1347	25.6759
NC_000962.3:1144564-1145853	1290	1129.76	459	5.98452
NC_000962.3:1172386-1172832	447	286.82	74	3.80036
NC_000962.3:1775392-1776705	1314	1153.76	504	6.43455
NC_000962.3:1742244-1742852	609	448.811	3637	119.367
NC_000962.3:c1630199-1628097	2103	1942.76	7841	59.4505
NC_000962.3:1467315-1467680	366	206.161	378	27.0077
NC_000962.3:3218339-3219214	876	715.76	417	8.58167
NC_000962.3:c2768159-2767671	489	328.811	480	21.503
NC_000962.3:c3784740-3781501	3240	3079.76	2150	10.2831
NC_000962.3:3721257-3721697	441	280.82	1201	62.9967
NC_000962.3:732825-733325	501	340.811	1122	48.4934
NC_000962.3:3894426-3895607	1182	1021.76	16117.3	232.352
NC_000962.3:769792-770550	759	598.76	12577	309.405
NC_000962.3:2344411-2346180	1770	1609.76	764	6.99094
NC_000962.3:c3086754-3086215	540	379.811	238	9.23024
NC_000962.3:1097508-1099022	1515	1354.76	20992	228.242
NC_000962.3:c3640141-3639872	270	113.542	653	84.7147
NC_000962.3:c1094356-1093361	996	835.76	37.7143	0.664702
NC_000962.3:4239863-4243147	3285	3124.76	879	4.14358
NC_000962.3:4243233-4246517	3285	3124.76	2555	12.0442
NC_000962.3:214088-214927	840	679.76	431	9.33953
NC_000962.3:3196431-3196850	420	259.865	537	30.4389
NC_000962.3:c3448426-3447404	1023	862.76	172	2.93658
NC_000962.3:2326944-2327501	558	397.811	737	27.2894
NC_000962.3:2481965-2483626	1662	1501.76	6146	60.283
NC_000962.3:c2626172-2625888	285	127.53	1907.83	220.359
NC_000962.3:1078743-1081055	2313	2152.76	47923	327.908
NC_000962.3:c4121554-4121198	357	197.242	1990	148.613
NC_000962.3:c4049145-4048744	402	241.916	1013	61.6805
NC_000962.3:2641650-2642042	393	232.987	1761	111.335
NC_000962.3:1339003-1339302	300	141.735	3120	324.251
NC_000962.3:c534396-533833	564	403.811	484	17.6551
NC_000962.3:490783-491793	1011	850.76	1603	27.7543
NC_000962.3:3183905-3184567	663	502.794	390	11.4256
NC_000962.3:c3329946-3327733	2214	2053.76	554	3.97341
NC_000962.3:3496551-3497549	999	838.76	78285	1374.81
NC_000962.3:c4041319-4040981	339	179.492	550	45.1358
NC_000962.3:2049921-2051150	1230	1069.76	1106	15.229
NC_000962.3:580809-581492	684	523.76	2870	80.7147
NC_000962.3:c3837288-3836986	303	144.596	5780	588.811
NC_000962.3:781560-781934	375	215.084	6930	474.6
NC_000962.3:1-1524	1524	1363.76	2797	30.2105
NC_000962.3:c2747598-2746135	1464	1303.76	2608	29.4655
NC_000962.3:1377524-1378930	1407	1246.76	1963	23.1921
NC_000962.3:c3299954-3297837	2118	1957.76	3210	24.1518
NC_000962.3:c3471369-3470680	690	529.76	1526	42.4305
NC_000962.3:c2228561-2227908	654	493.811	314	9.36639
NC_000962.3:c1345169-1344216	954	793.76	1751	32.4938
