target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	104.633	25081	5084.43
NC_000962.3:c2156111-2153889	2223	2033.9	6998	72.9814
NC_000962.3:759807-763325	3519	3329.9	121420	773.441
NC_000962.3:c2289241-2288681	561	371.947	2741	156.313
NC_000962.3:1674202-1675011	810	620.898	7410	253.143
NC_000962.3:c3499915-3499262	654	464.933	1861	84.9031
NC_000962.3:c17470-15590	1881	1691.9	15762	197.608
NC_000962.3:851608-852351	744	554.917	5352	204.576
NC_000962.3:c2278932-2278498	435	246.201	7184	618.933
NC_000962.3:c2715332-2714124	1209	1019.9	396	8.23581
NC_000962.3:7302-9818	2517	2327.9	54203	493.886
NC_000962.3:565797-566396	600	410.933	6545	337.836
NC_000962.3:5240-7267	2028	1838.9	71178	821.024
NC_000962.3:4352274-4352576	303	118.192	16390	2941.44
NC_000962.3:c2409524-2408385	1140	950.898	16920	377.428
NC_000962.3:c497314-495062	2253	2063.9	8384	86.165
NC_000962.3:c3499265-3497529	1737	1547.9	4493	61.5689
NC_000962.3:1128091-1129179	1089	899.898	6341	149.462
NC_000962.3:c3051424-3049052	2373	2183.9	29284	284.424
NC_000962.3:c4087257-4084453	2805	2615.9	20760	168.335
NC_000962.3:557527-558813	1287	1097.9	6547	126.488
NC_000962.3:4246514-4249810	3297	3107.9	16794	114.619
NC_000962.3:c2224029-2223343	687	497.917	17683	753.297
NC_000962.3:c2062674-2061178	1497	1307.9	1526	24.7485
NC_000962.3:c2370792-2370598	195	38.0112	1259	702.557
NC_000962.3:4314178-4314723	546	356.959	56100	3333.59
NC_000962.3:c4266658-4265642	1017	827.898	60067	1538.96
NC_000962.3:1673440-1674183	744	554.917	8235	314.777
NC_000962.3:2507146-2507637	492	303.024	670	46.8992
NC_000962.3:c2135867-2134890	978	788.898	7597	204.263
NC_000962.3:351848-352138	291	107.341	11059	2185.34
NC_000962.3:c1220186-1219248	939	749.898	4911	138.911
NC_000962.3:c2134872-2134273	600	410.933	1449	74.7937
NC_000962.3:1833542-1834987	1446	1256.9	48245	814.179
NC_000962.3:2066457-2068883	2427	2237.9	26317	249.439
NC_000962.3:c18762-17467	1296	1106.9	12258	234.898
NC_000962.3:c1138060-1136573	1488	1298.9	8351	136.374
NC_000962.3:1471846-1473382	1537	1347.9	5750	90.4854
NC_000962.3:4351075-4352181	1107	917.898	14673	339.072
NC_000962.3:c3067945-3067193	753	563.917	431	16.2117
NC_000962.3:528608-530230	1623	1433.9	32359	478.679
NC_000962.3:c1299804-1298764	1041	851.898	1637	40.7595
NC_000962.3:c1133908-1133333	576	386.947	467	25.5996
NC_000962.3:c442299-441265	1035	845.898	8273	207.45
NC_000962.3:c2456743-2455631	1113	923.898	3667	84.1888
NC_000962.3:1046136-1048415	2280	2090.9	12519	127
NC_000962.3:c2441720-2440332	1389	1199.9	11340	200.464
NC_000962.3:c1744836-1744426	411	222.372	771	73.5431
NC_000962.3:c1101480-1101025	456	267.117	2279	180.971
NC_000962.3:c2405398-2404616	783	593.898	19972	713.308
NC_000962.3:c3919200-3917998	1203	1013.9	4542	95.0212
NC_000962.3:1364413-1365186	774	584.898	9821	356.158
