target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	112.159	27850	6602.19
NC_000962.3:c2156111-2153889	2223	2036.72	6790	88.6408
NC_000962.3:759807-763325	3519	3332.72	81166	647.546
NC_000962.3:c2289241-2288681	561	374.767	2874	203.902
NC_000962.3:1674202-1675011	810	623.72	6007	256.073
NC_000962.3:c3499915-3499262	654	467.736	7110	404.17
NC_000962.3:c17470-15590	1881	1694.72	10309	161.739
NC_000962.3:851608-852351	744	557.72	4750	226.45
NC_000962.3:c2278932-2278498	435	249.626	27610	2940.85
NC_000962.3:c2715332-2714124	1209	1022.72	394	10.2432
NC_000962.3:7302-9818	2517	2330.72	46932	535.395
NC_000962.3:565797-566396	600	413.767	6885	442.429
NC_000962.3:5240-7267	2028	1841.72	48483	699.941
NC_000962.3:4352274-4352576	303	125.025	31422	6682.41
NC_000962.3:c2409524-2408385	1140	953.72	15914	443.664
NC_000962.3:c497314-495062	2253	2066.72	9791	125.962
NC_000962.3:c3499265-3497529	1737	1550.72	11033	189.171
NC_000962.3:1128091-1129179	1089	902.72	5962	175.604
NC_000962.3:c3051424-3049052	2373	2186.72	31534	383.426
NC_000962.3:c4087257-4084453	2805	2618.72	13958	141.719
NC_000962.3:557527-558813	1287	1100.72	3098	74.8342
NC_000962.3:4246514-4249810	3297	3110.72	7560	64.6184
NC_000962.3:c2224029-2223343	687	500.736	7414	393.676
NC_000962.3:c2062674-2061178	1497	1310.72	2556	51.8497
NC_000962.3:c2370792-2370598	195	45.0982	984	580.138
NC_000962.3:4314178-4314723	546	359.816	112103	8283.86
NC_000962.3:c4266658-4265642	1017	830.72	44664	1429.55
NC_000962.3:1673440-1674183	744	557.72	5602	267.068
NC_000962.3:2507146-2507637	492	306.062	565	49.0834
NC_000962.3:c2135867-2134890	978	791.72	6523	219.064
NC_000962.3:351848-352138	291	114.732	8443	1956.62
NC_000962.3:c1220186-1219248	939	752.72	3401	120.135
NC_000962.3:c2134872-2134273	600	413.767	953	61.2397
NC_000962.3:1833542-1834987	1446	1259.72	31681	668.683
NC_000962.3:2066457-2068883	2427	2240.72	19761	234.486
NC_000962.3:c18762-17467	1296	1109.72	10609	254.189
NC_000962.3:c1138060-1136573	1488	1301.72	5641	115.222
NC_000962.3:1471846-1473382	1537	1350.72	11180	220.076
NC_000962.3:4351075-4352181	1107	920.72	11627	335.765
NC_000962.3:c3067945-3067193	753	566.72	321	15.0602
NC_000962.3:528608-530230	1623	1436.72	28799	532.967
NC_000962.3:c1299804-1298764	1041	854.72	1044	32.4767
