target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	114.454	17185	1330.57
NC_000962.3:c2156111-2153889	2223	2046.19	5660	24.5124
NC_000962.3:759807-763325	3519	3342.19	51218	135.802
NC_000962.3:c2289241-2288681	561	384.277	3584	82.6494
NC_000962.3:1674202-1675011	810	633.193	513	7.17956
NC_000962.3:c3499915-3499262	654	477.277	2208	40.9963
NC_000962.3:c17470-15590	1881	1704.19	1081	5.62112
NC_000962.3:851608-852351	744	567.253	1921	30.0101
NC_000962.3:c2278932-2278498	435	258.454	78446	2689.69
NC_000962.3:c2715332-2714124	1209	1032.19	277	2.37813
NC_000962.3:7302-9818	2517	2340.19	23757	89.9614
NC_000962.3:565797-566396	600	423.277	3896	81.5663
NC_000962.3:5240-7267	2028	1851.19	28477	136.32
NC_000962.3:4352274-4352576	303	128.654	23370	1609.73
NC_000962.3:c2409524-2408385	1140	963.193	2423	22.2924
NC_000962.3:c497314-495062	2253	2076.19	1378	5.88163
NC_000962.3:c3499265-3497529	1737	1560.19	8212	46.643
NC_000962.3:1128091-1129179	1089	912.193	1256	12.2017
NC_000962.3:c3051424-3049052	2373	2196.19	1963	7.92075
NC_000962.3:c4087257-4084453	2805	2628.19	1830	6.17035
NC_000962.3:557527-558813	1287	1110.19	9044	72.1902
NC_000962.3:4246514-4249810	3297	3120.19	597	1.69554
NC_000962.3:c2224029-2223343	687	510.253	2302	39.9794
NC_000962.3:c2062674-2061178	1497	1320.19	2150	14.4317
NC_000962.3:c2370792-2370598	195	44.002	1108	223.143
NC_000962.3:4314178-4314723	546	369.314	408	9.78996
NC_000962.3:c4266658-4265642	1017	840.193	3387	35.7234
NC_000962.3:1673440-1674183	744	567.253	491	7.67045
NC_000962.3:2507146-2507637	492	315.331	149	4.18732
NC_000962.3:c2135867-2134890	978	801.193	465	5.14319
NC_000962.3:351848-352138	291	117.26	28127	2125.65
NC_000962.3:c1220186-1219248	939	762.193	346	4.02279
NC_000962.3:c2134872-2134273	600	423.277	298	6.2389
NC_000962.3:1833542-1834987	1446	1269.19	6381	44.553
NC_000962.3:2066457-2068883	2427	2250.19	6113	24.0741
NC_000962.3:c18762-17467	1296	1119.19	955	7.56162
NC_000962.3:c1138060-1136573	1488	1311.19	1477	9.98229
NC_000962.3:1471846-1473382	1537	1360.19	12667	82.5258
NC_000962.3:4351075-4352181	1107	930.193	3513	33.4674
NC_000962.3:c3067945-3067193	753	576.253	62	0.953443
NC_000962.3:528608-530230	1623	1446.19	1216	7.45116
NC_000962.3:c1299804-1298764	1041	864.193	701	7.18826
NC_000962.3:c1133908-1133333	576	399.277	121	2.68551
NC_000962.3:c442299-441265	1035	858.193	1623	16.7591
NC_000962.3:c2456743-2455631	1113	936.193	143	1.35359
NC_000962.3:1046136-1048415	2280	2103.19	5656	23.8312
NC_000962.3:c2441720-2440332	1389	1212.19	2511	18.3566
NC_000962.3:c1744836-1744426	411	234.564	56	2.11565
NC_000962.3:c1101480-1101025	456	279.347	505	16.0201
NC_000962.3:c2405398-2404616	783	606.193	3465	50.6534
NC_000962.3:c3919200-3917998	1203	1026.19	574	4.95677
NC_000962.3:1364413-1365186	774	597.253	2059	30.5502
NC_000962.3:c4152217-4151180	1038	861.193	801	8.2423
NC_000962.3:c1865382-1862347	3036	2859.19	1447	4.48478
NC_000962.3:c2179436-2178957	480	303.347	1886	55.0958
NC_000962.3:1352144-1353118	975	798.193	769	8.53758
NC_000962.3:c4261146-4255945	5202	5025.19	47166	83.1749
NC_000962.3:c4025039-4024344	696	519.253	8821	150.541
NC_000962.3:198534-199898	1365	1188.19	4104	30.6081
NC_000962.3:c3362986-3361130	1857	1680.19	12308	64.9149
NC_000962.3:c3836891-3835272	1620	1443.19	1211	7.43594
NC_000962.3:c3907007-3906174	834	657.193	8286	111.73
NC_000962.3:1917940-1918746	807	630.193	608	8.54961
NC_000962.3:c3343820-3343176	645	468.277	16017	303.106
NC_000962.3:c1415840-1413960	1881	1704.19	1971	10.2491
NC_000962.3:2506278-2507153	876	699.193	222	2.81366
NC_000962.3:c858037-856682	1356	1179.19	641	4.81714
NC_000962.3:1816189-1817607	1419	1242.19	1569	11.1931
NC_000962.3:c4269833-4268925	909	732.193	696	8.42364
NC_000962.3:c3841420-3840194	1227	1050.19	668	5.63668
NC_000962.3:3086820-3087935	1116	939.193	74735	705.157
NC_000962.3:1002812-1003792	981	804.193	162	1.78514
NC_000962.3:3474007-3475377	1371	1194.19	186	1.38024
NC_000962.3:1973630-1976227	2598	2421.19	1439	5.26681
NC_000962.3:c3374620-3372545	2076	1899.19	464	2.16504
NC_000962.3:3023565-3024257	693	516.253	4827	82.8574
NC_000962.3:c3627349-3626663	687	510.253	4362	75.7559
NC_000962.3:4116478-4117152	675	498.253	1814	32.2629
NC_000962.3:4209047-4209526	480	303.347	3710	108.38
NC_000962.3:4356693-4357535	843	666.193	1872	24.9013
NC_000962.3:c4025544-4025056	489	312.347	43979	1247.74
NC_000962.3:c2745724-2745314	411	234.564	170	6.42249
NC_000962.3:419835-421712	1878	1701.19	2093	10.9026
NC_000962.3:c516892-516017	876	699.193	148	1.87578
NC_000962.3:c247318-244484	2835	2658.19	15545	51.8228
NC_000962.3:c3985445-3984144	1302	1125.19	1195	9.41146
NC_000962.3:c1230971-1230660	312	137.426	460	29.6624
NC_000962.3:3834892-3835200	309	134.487	291	19.1747
NC_000962.3:1042115-1043239	1125	948.193	1595	14.9067
NC_000962.3:c2763774-2763172	603	426.277	2693	55.9836
NC_000962.3:1870842-1871354	513	336.331	76	2.00245
NC_000962.3:4153740-4155674	1935	1758.19	3637	18.3313
NC_000962.3:1872639-1874051	1413	1236.19	427	3.06096
NC_000962.3:c462002-459456	2547	2370.19	1915	7.15981
NC_000962.3:1594042-1595982	1941	1764.19	933	4.68653
NC_000962.3:c309547-307877	1671	1494.19	1350	8.00651
NC_000962.3:c1967637-1965955	1683	1506.19	5095	29.9764
NC_000962.3:2518115-2519365	1251	1074.19	2532	20.888
NC_000962.3:c625480-624473	1008	831.193	441	4.70168
NC_000962.3:c3332754-3332071	684	507.253	464	8.10606
NC_000962.3:c639956-639012	945	768.193	740	8.53646
NC_000962.3:c2924820-2924230	591	414.277	40	0.855629
NC_000962.3:3786314-3787489	1176	999.193	463	4.10627
NC_000962.3:3031788-3032498	711	534.253	2725	45.1997
NC_000962.3:c2475970-2474864	1107	930.193	881	8.39304
NC_000962.3:2487615-2489051	1437	1260.19	2192	15.4142
NC_000962.3:898831-899787	957	780.193	4936	56.0647
NC_000962.3:c1494425-1492320	2106	1929.19	2280	10.4731
NC_000962.3:c3223524-3221767	1758	1581.19	762	4.27058
NC_000962.3:c3183011-3181770	1242	1065.19	1213	10.0913
NC_000962.3:89575-89919	345	169.417	132	6.9045
NC_000962.3:552614-554008	1395	1218.19	944	6.86708
NC_000962.3:c157600-156578	1023	846.193	2253	23.5944
NC_000962.3:c1057963-1057646	318	143.284	279	17.2553
NC_000962.3:c2952993-2952562	432	255.467	6838	237.197
NC_000962.3:852396-853853	1458	1281.19	2030	14.041
NC_000962.3:c2736831-2734792	2040	1863.19	2915.72	13.8677
NC_000962.3:3274949-3276217	1269	1092.19	3067	24.8846
NC_000962.3:c2234649-2234305	345	169.417	140	7.32295
NC_000962.3:3697198-3698097	900	723.193	374	4.58283
NC_000962.3:1777859-1778539	681	504.253	114	2.00342
