target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	110.752	6499	971.281
NC_000962.3:c2156111-2153889	2223	2041.71	48658	394.466
NC_000962.3:759807-763325	3519	3337.71	83718	415.164
NC_000962.3:c2289241-2288681	561	379.721	1204	52.482
NC_000962.3:1674202-1675011	810	628.706	477	12.558
NC_000962.3:c3499915-3499262	654	472.721	54838	1920.11
NC_000962.3:c17470-15590	1881	1699.71	1008	9.81602
NC_000962.3:851608-852351	744	562.721	1211	35.6205
NC_000962.3:c2278932-2278498	435	253.864	525064	34234.2
NC_000962.3:c2715332-2714124	1209	1027.71	144	2.31922
NC_000962.3:7302-9818	2517	2335.71	6341	44.9354
NC_000962.3:565797-566396	600	418.721	2513	99.3382
NC_000962.3:5240-7267	2028	1846.71	8160	73.1377
NC_000962.3:4352274-4352576	303	124.705	6819	905.076
NC_000962.3:c2409524-2408385	1140	958.706	369	6.37074
NC_000962.3:c497314-495062	2253	2071.71	1696	13.5502
NC_000962.3:c3499265-3497529	1737	1555.71	82195	874.514
NC_000962.3:1128091-1129179	1089	907.706	1159	21.1343
NC_000962.3:c3051424-3049052	2373	2191.71	1025	7.74088
NC_000962.3:c4087257-4084453	2805	2623.71	2147	13.5446
NC_000962.3:557527-558813	1287	1105.71	55053	824.119
NC_000962.3:4246514-4249810	3297	3115.71	544	2.88995
NC_000962.3:c2224029-2223343	687	505.721	912	29.8492
NC_000962.3:c2062674-2061178	1497	1315.71	815	10.2529
NC_000962.3:c2370792-2370598	195	42.7313	405	156.876
NC_000962.3:4314178-4314723	546	364.721	26726	1212.89
NC_000962.3:c4266658-4265642	1017	835.706	7087	140.365
NC_000962.3:1673440-1674183	744	562.721	539	15.8542
NC_000962.3:2507146-2507637	492	310.746	110	5.85916
NC_000962.3:c2135867-2134890	978	796.706	922	19.155
NC_000962.3:351848-352138	291	113.474	433	63.1598
NC_000962.3:c1220186-1219248	939	757.706	156	3.40779
NC_000962.3:c2134872-2134273	600	418.721	270	10.673
NC_000962.3:1833542-1834987	1446	1264.71	11011	144.107
NC_000962.3:2066457-2068883	2427	2245.71	4503	33.1893
NC_000962.3:c18762-17467	1296	1114.71	491	7.29071
NC_000962.3:c1138060-1136573	1488	1306.71	1031	13.0596
NC_000962.3:1471846-1473382	1537	1355.71	26616	324.957
NC_000962.3:4351075-4352181	1107	925.706	2869	51.2987
NC_000962.3:c3067945-3067193	753	571.721	44	1.27385
NC_000962.3:528608-530230	1623	1441.71	34943	401.173
NC_000962.3:c1299804-1298764	1041	859.706	2024	38.9681
NC_000962.3:c1133908-1133333	576	394.721	565	23.6923
NC_000962.3:c442299-441265	1035	853.706	1730	33.5418
NC_000962.3:c2456743-2455631	1113	931.706	174	3.09114
NC_000962.3:1046136-1048415	2280	2098.71	637	5.02385
NC_000962.3:c2441720-2440332	1389	1207.71	2615	35.8393
NC_000962.3:c1744836-1744426	411	229.977	19	1.36747
NC_000962.3:c1101480-1101025	456	274.804	889	53.546
NC_000962.3:c2405398-2404616	783	601.721	2371	65.2206
NC_000962.3:c3919200-3917998	1203	1021.71	359	5.8159
NC_000962.3:1364413-1365186	774	592.721	7236	202.068
NC_000962.3:c4152217-4151180	1038	856.706	572	11.0513
NC_000962.3:c1865382-1862347	3036	2854.71	851	4.9342
NC_000962.3:c2179436-2178957	480	298.762	861	47.7009
NC_000962.3:1352144-1353118	975	793.706	682	14.2224
NC_000962.3:c4261146-4255945	5202	5020.71	23926	78.8776
NC_000962.3:c4025039-4024344	696	514.721	2740	88.1104
NC_000962.3:198534-199898	1365	1183.71	1013	14.1649
NC_000962.3:c3362986-3361130	1857	1675.71	12794	126.374
NC_000962.3:c3836891-3835272	1620	1438.71	16553	190.438
NC_000962.3:c3907007-3906174	834	652.706	3062	77.6491
NC_000962.3:1917940-1918746	807	625.706	227	6.00488
