target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	100.424	20390	5319.52
NC_000962.3:c2156111-2153889	2223	2024.06	5749	74.4151
NC_000962.3:759807-763325	3519	3320.06	81956	646.736
NC_000962.3:c2289241-2288681	561	362.075	3329	240.884
NC_000962.3:1674202-1675011	810	611.062	3731	159.968
NC_000962.3:c3499915-3499262	654	455.062	1632	93.9598
NC_000962.3:c17470-15590	1881	1682.06	17476	272.203
NC_000962.3:851608-852351	744	545.062	4893	235.192
NC_000962.3:c2278932-2278498	435	236.902	236	26.0997
NC_000962.3:c2715332-2714124	1209	1010.06	315	8.17062
NC_000962.3:7302-9818	2517	2318.06	80785	913.058
NC_000962.3:565797-566396	600	401.062	4459	291.285
NC_000962.3:5240-7267	2028	1829.06	91107	1305.02
NC_000962.3:4352274-4352576	303	113.17	21120	4889.39
NC_000962.3:c2409524-2408385	1140	941.062	33519	933.18
NC_000962.3:c497314-495062	2253	2054.06	22139	282.382
NC_000962.3:c3499265-3497529	1737	1538.06	3388	57.7115
NC_000962.3:1128091-1129179	1089	890.062	3695	108.764
NC_000962.3:c3051424-3049052	2373	2174.06	79625	959.555
NC_000962.3:c4087257-4084453	2805	2606.06	8820	88.6699
NC_000962.3:557527-558813	1287	1088.06	5497	132.362
NC_000962.3:4246514-4249810	3297	3098.06	7454	63.0365
NC_000962.3:c2224029-2223343	687	488.062	3589	192.66
NC_000962.3:c2062674-2061178	1497	1298.06	3855	77.8075
NC_000962.3:c2370792-2370598	195	38.507	1361	926
NC_000962.3:4314178-4314723	546	347.086	64940	4901.93
NC_000962.3:c4266658-4265642	1017	818.062	28073	899.073
NC_000962.3:1673440-1674183	744	545.062	3773	181.357
NC_000962.3:2507146-2507637	492	293.241	783	69.9566
NC_000962.3:c2135867-2134890	978	779.062	1483	49.8726
NC_000962.3:351848-352138	291	102.929	6218	1582.73
NC_000962.3:c1220186-1219248	939	740.062	4626	163.768
NC_000962.3:c2134872-2134273	600	401.062	465	30.3762
NC_000962.3:1833542-1834987	1446	1247.06	24798	520.98
NC_000962.3:2066457-2068883	2427	2228.06	26608	312.88
NC_000962.3:c18762-17467	1296	1097.06	16680	398.343
NC_000962.3:c1138060-1136573	1488	1289.06	5071	103.065
NC_000962.3:1471846-1473382	1537	1338.06	9068	177.553
NC_000962.3:4351075-4352181	1107	908.062	22400	646.286
NC_000962.3:c3067945-3067193	753	554.062	301	14.2331
NC_000962.3:528608-530230	1623	1424.06	25791	474.495
NC_000962.3:c1299804-1298764	1041	842.062	1255	39.0474
NC_000962.3:c1133908-1133333	576	377.075	208	14.452
NC_000962.3:c442299-441265	1035	836.062	10720	335.93
NC_000962.3:c2456743-2455631	1113	914.062	3845.19	110.213
NC_000962.3:1046136-1048415	2280	2081.06	23543	296.394
NC_000962.3:c2441720-2440332	1389	1190.06	11744	258.547
NC_000962.3:c1744836-1744426	411	213.484	1398	171.567
NC_000962.3:c1101480-1101025	456	257.524	1910	194.315
NC_000962.3:c2405398-2404616	783	584.062	21676	972.328
NC_000962.3:c3919200-3917998	1203	1004.06	2539	66.2513
NC_000962.3:1364413-1365186	774	575.062	11030	502.52
NC_000962.3:c4152217-4151180	1038	839.062	10772	336.353
