target_id	length	eff_length	est_counts	tpm
NC_000962.3:4352609-4352896	288	95.3472	20932	6076.76
NC_000962.3:c2156111-2153889	2223	2018.58	5716	78.3817
NC_000962.3:759807-763325	3519	3314.58	63848	533.197
NC_000962.3:c2289241-2288681	561	356.634	2919	226.558
NC_000962.3:1674202-1675011	810	605.582	3217	147.044
NC_000962.3:c3499915-3499262	654	449.582	1403	86.3809
NC_000962.3:c17470-15590	1881	1676.58	14479	239.047
NC_000962.3:851608-852351	744	539.582	4072	208.891
NC_000962.3:c2278932-2278498	435	231.407	766	91.6266
NC_000962.3:c2715332-2714124	1209	1004.58	276	7.60488
NC_000962.3:7302-9818	2517	2312.58	65651	785.802
NC_000962.3:565797-566396	600	395.595	4688	328.024
NC_000962.3:5240-7267	2028	1823.58	77515	1176.6
NC_000962.3:4352274-4352576	303	107.781	21888	5621.24
NC_000962.3:c2409524-2408385	1140	935.582	29013	858.38
NC_000962.3:c497314-495062	2253	2048.58	20936	282.885
NC_000962.3:c3499265-3497529	1737	1532.58	2742	49.5236
NC_000962.3:1128091-1129179	1089	884.582	3217	100.666
NC_000962.3:c3051424-3049052	2373	2168.58	76157	972.082
NC_000962.3:c4087257-4084453	2805	2600.58	7498	79.8075
NC_000962.3:557527-558813	1287	1082.58	5881	150.369
NC_000962.3:4246514-4249810	3297	3092.58	5442	48.7087
NC_000962.3:c2224029-2223343	687	482.582	3365	193.011
NC_000962.3:c2062674-2061178	1497	1292.58	3406	72.9383
NC_000962.3:c2370792-2370598	195	36.0313	1191	914.957
NC_000962.3:4314178-4314723	546	341.693	59863	4849.44
NC_000962.3:c4266658-4265642	1017	812.582	22810	777.011
NC_000962.3:1673440-1674183	744	539.582	2978	152.769
NC_000962.3:2507146-2507637	492	287.817	656	63.0895
NC_000962.3:c2135867-2134890	978	773.582	1665	59.5767
NC_000962.3:351848-352138	291	97.7686	4984	1411.07
NC_000962.3:c1220186-1219248	939	734.582	3768	141.984
NC_000962.3:c2134872-2134273	600	395.595	377	26.379
NC_000962.3:1833542-1834987	1446	1241.58	22262	496.315
NC_000962.3:2066457-2068883	2427	2222.58	23448	292.023
NC_000962.3:c18762-17467	1296	1091.58	13895	352.347
NC_000962.3:c1138060-1136573	1488	1283.58	4700	101.355
NC_000962.3:1471846-1473382	1537	1332.58	10920	226.828
NC_000962.3:4351075-4352181	1107	902.582	20162	618.324
NC_000962.3:c3067945-3067193	753	548.582	209	10.5457
NC_000962.3:528608-530230	1623	1418.58	20391	397.881
NC_000962.3:c1299804-1298764	1041	836.582	1267	41.9215
NC_000962.3:c1133908-1133333	576	371.634	165	12.2896
NC_000962.3:c442299-441265	1035	830.582	9283	309.367
NC_000962.3:c2456743-2455631	1113	908.582	3632.61	110.668
NC_000962.3:1046136-1048415	2280	2075.58	20082	267.816
NC_000962.3:c2441720-2440332	1389	1184.58	10521	245.845
NC_000962.3:c1744836-1744426	411	207.947	930	123.794
NC_000962.3:c1101480-1101025	456	252.139	1345	147.656
NC_000962.3:c2405398-2404616	783	578.582	21358	1021.8
NC_000962.3:c3919200-3917998	1203	998.582	2271	62.9509
NC_000962.3:1364413-1365186	774	569.582	7624	370.506
NC_000962.3:c4152217-4151180	1038	833.582	9192	305.232
NC_000962.3:c1865382-1862347	3036	2831.58	3699	36.1596
NC_000962.3:c2179436-2178957	480	275.902	6068	608.78
NC_000962.3:1352144-1353118	975	770.582	2759	99.1064
NC_000962.3:c4261146-4255945	5202	4997.58	100975	559.272
NC_000962.3:c4025039-4024344	696	491.582	30472	1715.83
NC_000962.3:198534-199898	1365	1160.58	9422	224.717
NC_000962.3:c3362986-3361130	1857	1652.58	11246	188.367
NC_000962.3:c3836891-3835272	1620	1415.58	12669	247.729
NC_000962.3:c3907007-3906174	834	629.582	7603	334.273
NC_000962.3:1917940-1918746	807	602.582	2226	102.253
NC_000962.3:c3343820-3343176	645	440.582	33559	2108.39
NC_000962.3:c1415840-1413960	1881	1676.58	2681	44.263
NC_000962.3:2506278-2507153	876	671.582	904	37.2596
NC_000962.3:c858037-856682	1356	1151.58	833	20.0225
NC_000962.3:1816189-1817607	1419	1214.58	3368	76.7563
NC_000962.3:c4269833-4268925	909	704.582	8545	335.698
NC_000962.3:c3841420-3840194	1227	1022.58	8826	238.91
NC_000962.3:3086820-3087935	1116	911.582	5188	157.534
NC_000962.3:1002812-1003792	981	776.582	474	16.8951
NC_000962.3:3474007-3475377	1371	1166.58	678	16.0873
NC_000962.3:1973630-1976227	2598	2393.58	16004	185.076
NC_000962.3:c3374620-3372545	2076	1871.58	1695	25.0686
NC_000962.3:3023565-3024257	693	488.582	9730	551.244
NC_000962.3:c3627349-3626663	687	482.582	18628	1068.47
NC_000962.3:4116478-4117152	675	470.582	3554	209.05
NC_000962.3:4209047-4209526	480	275.902	1933	193.931
NC_000962.3:4356693-4357535	843	638.582	5717	247.811
NC_000962.3:c4025544-4025056	489	284.855	68449	6651.39
NC_000962.3:c2745724-2745314	411	207.947	591	78.669
NC_000962.3:419835-421712	1878	1673.58	13031	215.526
NC_000962.3:c516892-516017	876	671.582	1784	73.53
NC_000962.3:c247318-244484	2835	2630.58	42715	449.467
NC_000962.3:c3985445-3984144	1302	1097.58	997	25.1436
NC_000962.3:c1230971-1230660	312	115.496	1755	420.611
NC_000962.3:3834892-3835200	309	112.867	1139	279.336
NC_000962.3:1042115-1043239	1125	920.582	7174	215.709
NC_000962.3:c2763774-2763172	603	398.582	3426	237.924
NC_000962.3:1870842-1871354	513	308.748	174	15.5996
NC_000962.3:4153740-4155674	1935	1730.58	20073	321.062
NC_000962.3:1872639-1874051	1413	1208.58	1466	33.5758
NC_000962.3:c462002-459456	2547	2342.58	2105	24.8729
NC_000962.3:1594042-1595982	1941	1736.58	4784	76.2544
NC_000962.3:c309547-307877	1671	1466.58	3644	68.7766
NC_000962.3:c1967637-1965955	1683	1478.58	395	7.3947
NC_000962.3:2518115-2519365	1251	1046.58	13216	349.539
NC_000962.3:c625480-624473	1008	803.582	1969	67.8241
NC_000962.3:c3332754-3332071	684	479.582	3887	224.347
NC_000962.3:c639956-639012	945	740.582	2148	80.2842
NC_000962.3:c2924820-2924230	591	386.634	3261	233.464
NC_000962.3:3786314-3787489	1176	971.582	1331	37.9199
NC_000962.3:3031788-3032498	711	506.582	33143	1810.97
NC_000962.3:c2475970-2474864	1107	902.582	5013	153.738
NC_000962.3:2487615-2489051	1437	1232.58	5824	130.79
NC_000962.3:898831-899787	957	752.582	5755	211.67
NC_000962.3:c1494425-1492320	2106	1901.58	8540	124.312
NC_000962.3:c3223524-3221767	1758	1553.58	951	16.944
NC_000962.3:c3183011-3181770	1242	1037.58	3284	87.6092
NC_000962.3:89575-89919	345	145.101	200	38.153
NC_000962.3:552614-554008	1395	1190.58	7076	164.512
NC_000962.3:c157600-156578	1023	818.582	15407	520.984
NC_000962.3:c1057963-1057646	318	120.767	1196	274.126
NC_000962.3:c2952993-2952562	432	228.46	120	14.5392
NC_000962.3:852396-853853	1458	1253.58	3365	74.3021
NC_000962.3:c2736831-2734792	2040	1835.58	9336	140.785
NC_000962.3:3274949-3276217	1269	1064.58	7636	198.543
NC_000962.3:c2234649-2234305	345	145.101	456	86.9888
NC_000962.3:3697198-3698097	900	695.582	2571	102.311
NC_000962.3:1777859-1778539	681	476.582	1181	68.5932
NC_000962.3:251782-253602	1821	1616.58	9695	166.004
NC_000962.3:c1393052-1389357	3696	3491.58	11472	90.9464
NC_000962.3:c3725844-3724615	1230	1025.58	7768	209.656
NC_000962.3:763370-767320	3951	3746.58	93868	693.508
NC_000962.3:2209327-2210604	1278	1073.58	154	3.97058
NC_000962.3:3017835-3019421	1587	1382.58	8923	178.644
NC_000962.3:c2086981-2084756	2226	2021.58	48507	664.174
NC_000962.3:351525-351818	294	100.225	4417	1219.89
NC_000962.3:3022461-3023432	972	767.582	47190	1701.74
NC_000962.3:1339349-1340524	1176	971.582	49985.6	1424.08
NC_000962.3:4325074-4325478	405	202.166	1268	173.612
NC_000962.3:c1588482-1587772	711	506.582	14500	792.295
NC_000962.3:c3714332-3713394	939	734.582	1945	73.2906
NC_000962.3:2547749-2548939	1191	986.582	2221	62.3138
NC_000962.3:c3672297-3671845	453	249.231	409	45.4246
NC_000962.3:c3620531-3617682	2850	2645.58	8097	84.7172
NC_000962.3:1096822-1097508	687	482.582	4526	259.605
NC_000962.3:1922745-1923689	945	740.582	9659	361.017
NC_000962.3:c4040704-4038158	2547	2342.58	88550	1046.32
NC_000962.3:c4361925-4360543	1383	1178.58	12537	294.444
NC_000962.3:4034057-4034374	318	120.767	2568	588.592
NC_000962.3:c2763175-2762531	645	440.582	4338	272.541
NC_000962.3:2726193-2726780	588	383.634	494	35.6434
NC_000962.3:c236507-234516	1992	1787.58	5365	83.0754
NC_000962.3:3339854-3342082	2229	2024.58	5323	72.7763
NC_000962.3:3096959-3097645	687	482.582	2253	129.229
NC_000962.3:c4113515-4112322	1194	989.582	2847	79.6351
NC_000962.3:c3074471-3073680	792	587.582	1815	85.5021
NC_000962.3:c4008182-4007331	852	647.582	1021	43.6415
NC_000962.3:c3792353-3790848	1506	1301.58	7292	155.076
NC_000962.3:1939599-1940291	693	488.582	4037	228.713
NC_000962.3:c651504-650779	726	521.582	1268	67.2923
NC_000962.3:c3318815-3318330	486	281.874	780	76.5965
NC_000962.3:2307821-2308156	336	136.861	1300	262.926
NC_000962.3:c4312669-4311704	966	761.582	3250	118.123
NC_000962.3:c1537644-1535683	1962	1757.58	2717	42.7901
NC_000962.3:c2274508-2272787	1722	1517.58	639	11.6551
NC_000962.3:1810240-1811058	819	614.582	13824	622.619
NC_000962.3:c895628-894972	657	452.582	214	13.0884
NC_000962.3:2183372-2183869	498	293.788	3290	309.978
NC_000962.3:c1852035-1848517	3519	3314.58	3126	26.1053
NC_000962.3:c909318-908485	834	629.582	6368.5	279.997
NC_000962.3:c4045210-4044281	930	725.582	2029	77.4042
NC_000962.3:c1039914-1037920	1995	1790.58	77393	1196.4
NC_000962.3:962890-963393	504	299.768	6060	559.572
NC_000962.3:c1136481-1135501	981	776.582	4392	156.547
NC_000962.3:1300304-1301215	912	707.582	880	34.4251
NC_000962.3:1130191-1131111	921	716.582	806	31.1342
NC_000962.3:1138967-1142671	3705	3500.58	12615	99.7507
NC_000962.3:1332092-1332964	873	668.582	575	23.8058
NC_000962.3:4276571-4278085	1515	1310.58	2939	62.0732
NC_000962.3:1802035-1802667	633	428.582	3646	235.479
NC_000962.3:519073-519567	495	290.797	1431	136.213
NC_000962.3:c518396-517803	594	389.608	1078	76.5878
NC_000962.3:398658-399524	867	662.582	1070	44.7006
NC_000962.3:1505075-1505890	816	611.582	3711	167.96
NC_000962.3:1453204-1455012	1809	1604.58	72954	1258.51
NC_000962.3:1448028-1449371	1344	1139.58	5342	129.756
NC_000962.3:584695-585423	729	524.582	241	12.7166
NC_000962.3:570539-571648	1110	905.582	1350	41.2643
NC_000962.3:c2420608-2419001	1608	1403.58	6773	133.571
NC_000962.3:c3014147-3013683	465	261.054	4528	480.115
NC_000962.3:c2864412-2863207	1206	1001.58	12801	353.774
NC_000962.3:3486509-3487711	1203	998.582	2332	64.6418
NC_000962.3:c3192201-3191644	558	353.634	2547	199.363
NC_000962.3:2519396-2520712	1317	1112.58	16008	398.267
NC_000962.3:3516746-3519166	2421	2216.58	51880	647.866
NC_000962.3:3694054-3694860	807	602.582	1957	89.8966
NC_000962.3:2520743-2522164	1422	1217.58	19041	432.873
NC_000962.3:c2849332-2840123	9210	9005.58	116715	358.743
NC_000962.3:c3193158-3192373	786	581.582	2665	126.84
NC_000962.3:c3403162-3401933	1230	1025.58	6375	172.059
NC_000962.3:c3703865-3703464	402	199.294	210	29.1671
NC_000962.3:3727488-3728627	1140	935.582	1521	45.0004
NC_000962.3:c3773567-3773016	552	347.693	1059	84.3081
NC_000962.3:3184847-3186934	2088	1883.58	607	8.92017
NC_000962.3:c2759488-2758208	1281	1076.58	34736	893.103
NC_000962.3:c3149428-3148385	1044	839.582	9676	319.008
NC_000962.3:c780040-779543	498	293.788	2436	229.516
NC_000962.3:784821-786011	1191	986.582	21540	604.34
NC_000962.3:2517771-2518118	348	147.927	2889	540.593
NC_000962.3:3059262-3059786	525	320.748	1345	116.072
NC_000962.3:3975369-3977060	1692	1487.58	1379	25.6597
NC_000962.3:c3082341-3081604	738	533.582	4160	215.805
NC_000962.3:c3319467-3318901	567	362.634	697	53.2026
NC_000962.3:826122-826667	546	341.693	1692	137.067
NC_000962.3:c2839930-2839538	393	190.647	1305	189.473
NC_000962.3:3641535-3642881	1347	1142.58	1298	31.4453
NC_000962.3:c3662012-3661212	801	596.582	592	27.4676
NC_000962.3:c2326809-2325886	924	719.582	2222	85.4737
NC_000962.3:c3629647-3628160	1488	1283.58	35402	763.437
NC_000962.3:3536102-3537238	1137	932.582	933	27.6926
NC_000962.3:c2634098-2632923	1176	971.582	963	27.4357
NC_000962.3:2072596-2073084	489	284.855	9660	938.69
NC_000962.3:1503394-1504365	972	767.582	7975	287.591
NC_000962.3:3262248-3267731	5484	5279.58	52932	277.516
NC_000962.3:c821476-820496	981	776.582	172	6.1307
NC_000962.3:c1046020-1045199	822	617.582	4046	181.343
NC_000962.3:c3568679-3568401	279	88.0996	361	113.423
NC_000962.3:4348827-4350602	1776	1571.58	41720	734.812
NC_000962.3:4403192-4404412	1221	1016.58	3520	95.8449
NC_000962.3:c1417347-1416181	1167	962.582	248	7.13153
NC_000962.3:60396-63020	2625	2420.58	38014	434.703
NC_000962.3:1969004-1970704	1701	1496.58	4256	78.7173
NC_000962.3:c4264365-4263355	1011	806.582	5850	200.76
NC_000962.3:4323499-4323897	399	196.453	4028	567.544
NC_000962.3:c214140-213028	1113	908.582	10171	309.862
NC_000962.3:1411894-1413087	1194	989.582	9021	252.332
NC_000962.3:c2511176-2510715	462	258.088	3492	374.52
NC_000962.3:c3058531-3058193	339	139.61	2983	591.433
NC_000962.3:c3467091-3465778	1314	1109.58	941	23.4746
NC_000962.3:c3414958-3414719	240	60.649	12931	5901.71
NC_000962.3:1058260-1060575	2316	2111.58	4554	59.6972
NC_000962.3:423639-424019	381	179.182	1193	184.295
NC_000962.3:3595713-3595967	255	70.2919	3187	1255
NC_000962.3:826670-827470	801	596.582	1756	81.4748
NC_000962.3:c3174017-3173160	858	653.582	8246	349.23
NC_000962.3:1090373-1093144	2772	2567.58	688	7.41708
NC_000962.3:c4055123-4054812	312	115.496	2911	697.663
NC_000962.3:4235779-4237164	1386	1181.58	770	18.0383
NC_000962.3:c4272279-4270366	1914	1709.58	9265	150.011
NC_000962.3:c1619684-1618209	1476	1271.58	1342	29.2131
NC_000962.3:1563694-1564266	573	368.634	7101	533.203
NC_000962.3:c2376290-2374461	1830	1625.58	21128	359.765
NC_000962.3:2949593-2950486	894	689.582	337	13.5274
NC_000962.3:2477190-2478326	1137	932.582	1362	40.4258
NC_000962.3:c3445988-3442656	3333	3128.58	1847	16.3414
NC_000962.3:2321057-2321467	411	207.947	267	35.5408
NC_000962.3:1938146-1938841	696	491.582	3431	193.194
NC_000962.3:978934-979365	432	228.46	130	15.7508
NC_000962.3:1972138-1973568	1431	1226.58	2247	50.7079
NC_000962.3:c2064728-2062809	1920	1715.58	923	14.8922
NC_000962.3:2125340-2125819	480	275.902	1992	199.85
NC_000962.3:c1300124-1299822	303	107.781	350	89.8864
NC_000962.3:2608796-2609728	933	728.582	24155	917.693
NC_000962.3:1144564-1145853	1290	1085.58	4585	116.908
NC_000962.3:1172386-1172832	447	243.272	62	7.05455
NC_000962.3:1775392-1776705	1314	1109.58	859	21.429
NC_000962.3:1742244-1742852	609	404.582	7757	530.708
NC_000962.3:c1630199-1628097	2103	1898.58	14542	212.014
NC_000962.3:1467315-1467680	366	164.896	1217	204.292
NC_000962.3:3218339-3219214	876	671.582	563	23.2048
NC_000962.3:c2768159-2767671	489	284.855	921	89.4963
NC_000962.3:c3784740-3781501	3240	3035.58	4978	45.3923
NC_000962.3:3721257-3721697	441	237.36	812	94.693
NC_000962.3:732825-733325	501	296.768	2533	236.258
NC_000962.3:3894426-3895607	1182	977.582	8991.74	254.601
NC_000962.3:769792-770550	759	554.582	5337	266.379
NC_000962.3:2344411-2346180	1770	1565.58	946	16.7257
NC_000962.3:c3086754-3086215	540	335.704	655	54.0075
NC_000962.3:1097508-1099022	1515	1310.58	19871	419.686
NC_000962.3:c3640141-3639872	270	81.0473	3664	1251.37
NC_000962.3:c1094356-1093361	996	791.582	45.6416	1.596
NC_000962.3:4239863-4243147	3285	3080.58	4604	41.3687
NC_000962.3:4243233-4246517	3285	3080.58	7863	70.652
NC_000962.3:214088-214927	840	635.582	4511	196.458
NC_000962.3:3196431-3196850	420	216.721	594	75.8674
NC_000962.3:c3448426-3447404	1023	818.582	116	3.92252
NC_000962.3:2326944-2327501	558	353.634	763	59.7227
NC_000962.3:2481965-2483626	1662	1457.58	16237	308.348
NC_000962.3:c2626172-2625888	285	92.8836	4780.62	1424.67
NC_000962.3:1078743-1081055	2313	2108.58	6265	82.2431
NC_000962.3:c4121554-4121198	357	156.385	916	162.132
NC_000962.3:c4049145-4048744	402	199.294	3364	467.229
NC_000962.3:2641650-2642042	393	190.647	1066	154.773
NC_000962.3:1339003-1339302	300	105.267	19128	5029.75
NC_000962.3:c534396-533833	564	359.634	1121	86.2807
NC_000962.3:490783-491793	1011	806.582	2581	88.5744
NC_000962.3:3183905-3184567	663	458.582	179	10.8045
NC_000962.3:c3329946-3327733	2214	2009.58	3393	46.7355
NC_000962.3:3496551-3497549	999	794.582	1655	57.6538
NC_000962.3:c4041319-4040981	339	139.61	2599	515.298
NC_000962.3:2049921-2051150	1230	1025.58	505	13.6298
NC_000962.3:580809-581492	684	479.582	4856	280.275
NC_000962.3:c3837288-3836986	303	107.781	2651	680.825
NC_000962.3:781560-781934	375	173.461	2198	350.747
NC_000962.3:1-1524	1524	1319.58	6494	136.221
NC_000962.3:c2747598-2746135	1464	1259.58	3752	82.4528
NC_000962.3:1377524-1378930	1407	1202.58	1936	44.5615
NC_000962.3:c3299954-3297837	2118	1913.58	31584	456.866
NC_000962.3:c3471369-3470680	690	485.582	615	35.0575
NC_000962.3:c2228561-2227908	654	449.582	1128	69.4495
NC_000962.3:c1345169-1344216	954	749.582	1877	69.3129
NC_000962.3:4353010-4355010	2001	1796.58	11676	179.894
NC_000962.3:1800896-1802038	1143	938.582	8149	240.326
NC_000962.3:1458295-1459509	1215	1010.58	3402	93.1819
NC_000962.3:c2863203-2862673	531	326.737	3184	269.739
NC_000962.3:c2910198-2907826	2373	2168.58	9061	115.656
NC_000962.3:c2862676-2861588	1089	884.582	6113	191.287
NC_000962.3:c241292-238392	2901	2696.58	11627	119.35
NC_000962.3:c3599551-3598901	651	446.582	5449	337.741
NC_000962.3:1270062-1271144	1083	878.582	1443	45.4625
NC_000962.3:2161566-2162762	1197	992.582	2294	63.9729
NC_000962.3:4067423-4067911	489	284.855	307	29.8321
NC_000962.3:951632-952711	1080	875.582	507	16.028
NC_000962.3:2010656-2011960	1305	1100.58	888	22.3336
NC_000962.3:c2206802-2205582	1221	1016.58	542	14.7579
NC_000962.3:1296152-1298059	1908	1703.58	6109	99.2604
NC_000962.3:4235374-4235739	366	164.896	172	28.8728
NC_000962.3:c4265462-4264563	900	695.582	3323	132.236
NC_000962.3:c4263066-4261153	1914	1709.58	49172	796.153
NC_000962.3:4350745-4351044	300	105.267	8616	2265.6
NC_000962.3:558895-559755	861	656.582	1351	56.9554
NC_000962.3:c302652-302173	480	275.902	463	46.451
NC_000962.3:c1587766-1586210	1557	1352.58	29345	600.536
NC_000962.3:c181985-181155	831	626.582	1857	82.0357
NC_000962.3:c1492312-1490117	2196	1991.58	7056	98.0684
NC_000962.3:110001-117539	7539	7334.58	13008	49.0912
NC_000962.3:c1404603-1403386	1218	1013.58	1649	45.033
NC_000962.3:53663-55699	2037	1832.58	16149	243.922
NC_000962.3:1210595-1211383	789	584.582	2713	128.462
NC_000962.3:c2872015-2871206	810	605.582	5700	260.538
NC_000962.3:c3831519-3829930	1590	1385.58	21833	436.164
NC_000962.3:c3828727-3826991	1737	1532.58	49636	896.483
NC_000962.3:2432951-2433634	684	479.582	1252	72.262
NC_000962.3:2279129-2280124	996	791.582	167	5.83968
NC_000962.3:684410-685132	723	518.582	2923	156.02
NC_000962.3:2540104-2541390	1287	1082.58	955	24.4181
NC_000962.3:c2941196-2940609	588	383.634	1194	86.1501
NC_000962.3:1286595-1287020	426	222.604	326	40.5372
NC_000962.3:4402732-4403082	351	150.729	562	103.207
NC_000962.3:c165260-164712	549	344.693	1049	84.2388
